from_seq	to_seq	event	block	trial	reps	appr	stim	tilt	image	cat	response	rt	set_id	sust	type	placebo	approach_tilt
12	13	trial	0	0	1	no	practice_test	right	practice_test_right	test	1	1244	168	FALSE	practice	TRUE	left
17	18	trial	0	1	0	no	practice_test	right	practice_test_right	test	1	1032	168	TRUE	practice	TRUE	left
21	22	trial	0	2	0	yes	practice_control	left	practice_control_left	control	1	661	168	TRUE	practice	TRUE	left
25	26	trial	0	3	1	yes	practice_control	left	practice_control_left	control	1	799	168	TRUE	practice	TRUE	left
29	30	trial	0	4	1	yes	practice_test	left	practice_test_left	test	1	773	168	TRUE	practice	TRUE	left
33	34	trial	0	5	2	yes	practice_control	left	practice_control_left	control	1	568	168	TRUE	practice	TRUE	left
37	38	trial	0	6	0	no	practice_control	right	practice_control_right	control	1	452	168	TRUE	practice	TRUE	left
41	42	trial	0	7	2	no	practice_control	right	practice_control_right	control	1	488	168	TRUE	practice	TRUE	left
45	46	trial	0	8	2	no	practice_test	right	practice_test_right	test	1	478	168	TRUE	practice	TRUE	left
49	50	trial	0	9	2	yes	practice_test	left	practice_test_left	test	2	492	168	FALSE	practice	TRUE	left
56	57	trial	0	10	1	no	practice_control	right	practice_control_right	control	1	806	168	TRUE	practice	TRUE	left
60	61	trial	0	11	0	yes	practice_test	left	practice_test_left	test	1	387	168	TRUE	practice	TRUE	left
68	69	trial	1	0	1	no	p35_test	right	p35_test_right	test	1	1143	168	TRUE	assess	TRUE	left
72	73	trial	1	1	0	no	p15_control	right	p15_control_right	control	1	796	168	TRUE	assess	TRUE	left
76	77	trial	1	2	0	no	a40_test	right	a40_test_right	test	1	582	168	TRUE	assess	TRUE	left
80	81	trial	1	3	1	no	p22_test	right	p22_test_right	test	1	614	168	TRUE	assess	TRUE	left
84	85	trial	1	4	0	no	p35_control	right	p35_control_right	control	1	481	168	TRUE	assess	TRUE	left
88	89	trial	1	5	1	yes	a23_control	left	a23_control_left	control	1	615	168	TRUE	assess	TRUE	left
92	93	trial	1	6	0	no	a66_control	right	a66_control_right	control	1	414	168	TRUE	assess	TRUE	left
96	97	trial	1	7	1	no	p15_control	right	p15_control_right	control	1	549	168	TRUE	assess	TRUE	left
100	101	trial	1	8	0	yes	p54_test	left	p54_test_left	test	1	861	168	TRUE	assess	TRUE	left
104	105	trial	1	9	0	no	p15_test	right	p15_test_right	test	1	405	168	TRUE	assess	TRUE	left
108	109	trial	1	10	1	yes	p22_control	left	p22_control_left	control	1	348	168	TRUE	assess	TRUE	left
112	113	trial	1	11	0	no	p22_test	right	p22_test_right	test	1	355	168	TRUE	assess	TRUE	left
116	117	trial	1	12	0	no	p22_control	right	p22_control_right	control	1	420	168	TRUE	assess	TRUE	left
120	121	trial	1	13	1	no	p15_test	right	p15_test_right	test	1	441	168	TRUE	assess	TRUE	left
124	125	trial	1	14	1	no	p54_control	right	p54_control_right	control	2	465	168	FALSE	assess	TRUE	left
129	130	trial	1	15	1	yes	p35_test	left	p35_test_left	test	1	1039	168	TRUE	assess	TRUE	left
133	134	trial	1	16	1	no	p35_control	right	p35_control_right	control	1	577	168	TRUE	assess	TRUE	left
137	138	trial	1	17	1	no	a12_test	right	a12_test_right	test	1	643	168	TRUE	assess	TRUE	left
141	142	trial	1	18	1	yes	a40_control	left	a40_control_left	control	1	588	168	TRUE	assess	TRUE	left
145	146	trial	1	19	0	yes	p15_test	left	p15_test_left	test	1	919	168	TRUE	assess	TRUE	left
149	150	trial	1	20	1	no	p54_test	right	p54_test_right	test	1	547	168	TRUE	assess	TRUE	left
153	154	trial	1	21	1	no	a23_control	right	a23_control_right	control	1	535	168	TRUE	assess	TRUE	left
157	158	trial	1	22	1	yes	a12_test	left	a12_test_left	test	1	623	168	TRUE	assess	TRUE	left
161	162	trial	1	23	1	yes	a40_test	left	a40_test_left	test	1	668	168	TRUE	assess	TRUE	left
165	166	trial	1	24	1	yes	a12_control	left	a12_control_left	control	1	649	168	TRUE	assess	TRUE	left
169	170	trial	1	25	1	no	a40_control	right	a40_control_right	control	2	490	168	TRUE	assess	TRUE	left
175	176	trial	1	26	0	no	p54_control	right	p54_control_right	control	1	801	168	TRUE	assess	TRUE	left
179	180	trial	1	27	1	no	a23_test	right	a23_test_right	test	1	670	168	TRUE	assess	TRUE	left
183	184	trial	1	28	1	no	p22_control	right	p22_control_right	control	1	659	168	TRUE	assess	TRUE	left
187	188	trial	1	29	0	yes	p22_test	left	p22_test_left	test	1	645	168	TRUE	assess	TRUE	left
191	192	trial	1	30	1	yes	p15_test	left	p15_test_left	test	1	636	168	TRUE	assess	TRUE	left
195	196	trial	1	31	1	no	a66_control	right	a66_control_right	control	1	573	168	TRUE	assess	TRUE	left
203	204	trial	2	0	1	yes	p54_test	left	p54_test_left	test	1	786	168	TRUE	assess	TRUE	left
207	208	trial	2	1	1	no	a66_test	right	a66_test_right	test	1	443	168	TRUE	assess	TRUE	left
211	212	trial	2	2	0	no	a12_control	right	a12_control_right	control	1	883	168	TRUE	assess	TRUE	left
215	216	trial	2	3	1	no	a40_test	right	a40_test_right	test	1	727	168	TRUE	assess	TRUE	left
219	220	trial	2	4	0	no	a40_control	right	a40_control_right	control	1	697	168	TRUE	assess	TRUE	left
223	224	trial	2	5	0	yes	a23_control	left	a23_control_left	control	1	614	168	TRUE	assess	TRUE	left
227	228	trial	2	6	0	yes	a12_test	left	a12_test_left	test	1	479	168	TRUE	assess	TRUE	left
231	232	trial	2	7	0	yes	p35_control	left	p35_control_left	control	1	543	168	TRUE	assess	TRUE	left
235	236	trial	2	8	1	yes	a66_test	left	a66_test_left	test	1	706	168	TRUE	assess	TRUE	left
239	240	trial	2	9	0	no	a12_test	right	a12_test_right	test	1	467	168	TRUE	assess	TRUE	left
243	244	trial	2	10	0	yes	a12_control	left	a12_control_left	control	1	567	168	TRUE	assess	TRUE	left
247	248	trial	2	11	0	no	p54_test	right	p54_test_right	test	1	387	168	TRUE	assess	TRUE	left
251	252	trial	2	12	0	yes	p35_test	left	p35_test_left	test	1	555	168	TRUE	assess	TRUE	left
255	256	trial	2	13	0	no	p35_test	right	p35_test_right	test	1	542	168	TRUE	assess	TRUE	left
259	260	trial	2	14	1	yes	p35_control	left	p35_control_left	control	1	405	168	TRUE	assess	TRUE	left
263	264	trial	2	15	1	yes	a66_control	left	a66_control_left	control	2	647	168	FALSE	assess	TRUE	left
268	269	trial	2	16	0	yes	p54_control	left	p54_control_left	control	1	710	168	TRUE	assess	TRUE	left
272	273	trial	2	17	0	yes	a66_control	left	a66_control_left	control	1	545	168	TRUE	assess	TRUE	left
276	277	trial	2	18	0	yes	a23_test	left	a23_test_left	test	1	438	168	TRUE	assess	TRUE	left
280	281	trial	2	19	0	no	a23_test	right	a23_test_right	test	1	441	168	TRUE	assess	TRUE	left
284	285	trial	2	20	0	yes	a66_test	left	a66_test_left	test	1	491	168	TRUE	assess	TRUE	left
288	289	trial	2	21	1	yes	a23_test	left	a23_test_left	test	1	433	168	TRUE	assess	TRUE	left
292	293	trial	2	22	0	yes	p15_control	left	p15_control_left	control	1	501	168	TRUE	assess	TRUE	left
296	297	trial	2	23	0	no	a23_control	right	a23_control_right	control	1	578	168	TRUE	assess	TRUE	left
300	301	trial	2	24	1	yes	p15_control	left	p15_control_left	control	1	592	168	TRUE	assess	TRUE	left
304	305	trial	2	25	1	yes	p22_test	left	p22_test_left	test	1	709	168	TRUE	assess	TRUE	left
308	309	trial	2	26	0	yes	a40_test	left	a40_test_left	test	1	863	168	TRUE	assess	TRUE	left
312	313	trial	2	27	1	yes	p54_control	left	p54_control_left	control	1	555	168	TRUE	assess	TRUE	left
316	317	trial	2	28	0	yes	p22_control	left	p22_control_left	control	1	574	168	TRUE	assess	TRUE	left
320	321	trial	2	29	1	no	a12_control	right	a12_control_right	control	1	806	168	TRUE	assess	TRUE	left
324	325	trial	2	30	0	no	a66_test	right	a66_test_right	test	1	618	168	TRUE	assess	TRUE	left
328	329	trial	2	31	0	yes	a40_control	left	a40_control_left	control	1	515	168	TRUE	assess	TRUE	left
12	13	trial	0	0	0	no	practice_control	right	practice_control_right	control	1	604	174	TRUE	practice	TRUE	left
16	17	trial	0	1	1	no	practice_control	right	practice_control_right	control	1	591	174	TRUE	practice	TRUE	left
20	21	trial	0	2	2	no	practice_test	right	practice_test_right	test	1	476	174	TRUE	practice	TRUE	left
24	25	trial	0	3	0	yes	practice_control	left	practice_control_left	control	1	711	174	TRUE	practice	TRUE	left
28	29	trial	0	4	0	yes	practice_test	left	practice_test_left	test	1	839	174	TRUE	practice	TRUE	left
32	33	trial	0	5	1	no	practice_test	right	practice_test_right	test	1	684	174	TRUE	practice	TRUE	left
36	37	trial	0	6	2	yes	practice_control	left	practice_control_left	control	1	855	174	TRUE	practice	TRUE	left
40	41	trial	0	7	0	no	practice_test	right	practice_test_right	test	1	485	174	TRUE	practice	TRUE	left
44	45	trial	0	8	2	no	practice_control	right	practice_control_right	control	1	930	174	TRUE	practice	TRUE	left
48	49	trial	0	9	1	yes	practice_test	left	practice_test_left	test	1	863	174	TRUE	practice	TRUE	left
52	53	trial	0	10	2	yes	practice_test	left	practice_test_left	test	1	1143	174	TRUE	practice	TRUE	left
56	57	trial	0	11	1	yes	practice_control	left	practice_control_left	control	1	842	174	TRUE	practice	TRUE	left
64	65	trial	1	0	1	yes	p63_test	left	p63_test_left	test	1	1308	174	TRUE	assess	TRUE	left
68	69	trial	1	1	1	no	a75_control	right	a75_control_right	control	1	802	174	TRUE	assess	TRUE	left
72	73	trial	1	2	0	yes	p73_control	left	p73_control_left	control	1	613	174	TRUE	assess	TRUE	left
76	77	trial	1	3	1	no	a75_test	right	a75_test_right	test	1	671	174	TRUE	assess	TRUE	left
80	81	trial	1	4	0	no	p63_test	right	p63_test_right	test	1	653	174	TRUE	assess	TRUE	left
84	85	trial	1	5	0	no	a50_test	right	a50_test_right	test	1	781	174	TRUE	assess	TRUE	left
88	89	trial	1	6	1	yes	a10_control	left	a10_control_left	control	1	905	174	TRUE	assess	TRUE	left
92	93	trial	1	7	0	yes	p68_control	left	p68_control_left	control	2	1075	174	TRUE	assess	TRUE	left
98	99	trial	1	8	0	no	a75_control	right	a75_control_right	control	1	465	174	TRUE	assess	TRUE	left
102	103	trial	1	9	0	yes	a8_control	left	a8_control_left	control	1	1728	174	TRUE	assess	TRUE	left
106	107	trial	1	10	0	no	a10_test	right	a10_test_right	test	2	1042	174	TRUE	assess	TRUE	left
112	113	trial	1	11	1	no	p55_test	right	p55_test_right	test	2	424	174	FALSE	assess	TRUE	left
117	118	trial	1	12	0	no	a50_control	right	a50_control_right	control	1	700	174	TRUE	assess	TRUE	left
121	122	trial	1	13	1	no	p63_test	right	p63_test_right	test	1	965	174	TRUE	assess	TRUE	left
125	126	trial	1	14	0	no	a8_test	right	a8_test_right	test	1	2418	174	TRUE	assess	TRUE	left
129	130	trial	1	15	1	yes	p73_control	left	p73_control_left	control	1	1352	174	TRUE	assess	TRUE	left
133	134	trial	1	16	0	no	a10_control	right	a10_control_right	control	1	809	174	TRUE	assess	TRUE	left
137	138	trial	1	17	1	no	p73_control	right	p73_control_right	control	1	841	174	TRUE	assess	TRUE	left
141	142	trial	1	18	1	no	p63_control	right	p63_control_right	control	1	715	174	TRUE	assess	TRUE	left
145	146	trial	1	19	0	no	a75_test	right	a75_test_right	test	1	500	174	TRUE	assess	TRUE	left
149	150	trial	1	20	1	yes	a50_control	left	a50_control_left	control	1	981	174	TRUE	assess	TRUE	left
153	154	trial	1	21	1	no	a10_control	right	a10_control_right	control	1	628	174	TRUE	assess	TRUE	left
157	158	trial	1	22	1	no	a10_test	right	a10_test_right	test	1	639	174	TRUE	assess	TRUE	left
161	162	trial	1	23	1	yes	a75_control	left	a75_control_left	control	1	674	174	TRUE	assess	TRUE	left
165	166	trial	1	24	1	yes	p63_control	left	p63_control_left	control	1	953	174	TRUE	assess	TRUE	left
169	170	trial	1	25	1	no	a50_control	right	a50_control_right	control	1	676	174	TRUE	assess	TRUE	left
173	174	trial	1	26	0	yes	a8_test	left	a8_test_left	test	1	1306	174	TRUE	assess	TRUE	left
177	178	trial	1	27	0	no	p73_control	right	p73_control_right	control	1	626	174	TRUE	assess	TRUE	left
181	182	trial	1	28	1	no	a8_test	right	a8_test_right	test	1	586	174	TRUE	assess	TRUE	left
185	186	trial	1	29	1	yes	a10_test	left	a10_test_left	test	3	NA	174	TRUE	assess	TRUE	left
191	192	trial	1	30	1	no	a8_control	right	a8_control_right	control	1	2608	174	TRUE	assess	TRUE	left
195	196	trial	1	31	1	no	p68_control	right	p68_control_right	control	3	NA	174	TRUE	assess	TRUE	left
201	202	trial	1	32	1	yes	p73_test	left	p73_test_left	test	1	842	174	TRUE	assess	TRUE	left
205	206	trial	1	33	1	no	p73_test	right	p73_test_right	test	1	641	174	TRUE	assess	TRUE	left
209	210	trial	1	34	0	yes	a10_test	left	a10_test_left	test	1	639	174	TRUE	assess	TRUE	left
213	214	trial	1	35	1	yes	p68_control	left	p68_control_left	control	1	946	174	TRUE	assess	TRUE	left
217	218	trial	1	36	1	no	p55_control	right	p55_control_right	control	1	792	174	TRUE	assess	TRUE	left
221	222	trial	1	37	1	no	a50_test	right	a50_test_right	test	1	1009	174	TRUE	assess	TRUE	left
225	226	trial	1	38	0	yes	p63_control	left	p63_control_left	control	1	738	174	TRUE	assess	TRUE	left
229	230	trial	1	39	0	yes	a75_test	left	a75_test_left	test	1	813	174	TRUE	assess	TRUE	left
233	234	trial	1	40	0	yes	p55_test	left	p55_test_left	test	1	926	174	TRUE	assess	TRUE	left
237	238	trial	1	41	1	yes	a50_test	left	a50_test_left	test	1	800	174	TRUE	assess	TRUE	left
241	242	trial	1	42	0	yes	a10_control	left	a10_control_left	control	1	904	174	TRUE	assess	TRUE	left
245	246	trial	1	43	0	yes	a50_control	left	a50_control_left	control	1	949	174	TRUE	assess	TRUE	left
249	250	trial	1	44	0	no	p68_control	right	p68_control_right	control	1	829	174	TRUE	assess	TRUE	left
253	254	trial	1	45	1	yes	a8_test	left	a8_test_left	test	1	873	174	TRUE	assess	TRUE	left
257	258	trial	1	46	0	yes	p63_test	left	p63_test_left	test	1	763	174	TRUE	assess	TRUE	left
261	262	trial	1	47	0	no	a8_control	right	a8_control_right	control	1	814	174	TRUE	assess	TRUE	left
265	266	trial	1	48	1	yes	p55_control	left	p55_control_left	control	1	1472	174	TRUE	assess	TRUE	left
269	270	trial	1	49	1	yes	p68_test	left	p68_test_left	test	3	NA	174	TRUE	assess	TRUE	left
275	276	trial	1	50	0	no	p55_test	right	p55_test_right	test	1	631	174	TRUE	assess	TRUE	left
279	280	trial	1	51	0	yes	a75_control	left	a75_control_left	control	1	739	174	TRUE	assess	TRUE	left
283	284	trial	1	52	0	yes	a50_test	left	a50_test_left	test	1	709	174	TRUE	assess	TRUE	left
287	288	trial	1	53	0	no	p68_test	right	p68_test_right	test	1	1093	174	TRUE	assess	TRUE	left
291	292	trial	1	54	0	yes	p55_control	left	p55_control_left	control	1	756	174	TRUE	assess	TRUE	left
295	296	trial	1	55	0	yes	p73_test	left	p73_test_left	test	1	803	174	TRUE	assess	TRUE	left
299	300	trial	1	56	1	yes	p55_test	left	p55_test_left	test	1	799	174	TRUE	assess	TRUE	left
303	304	trial	1	57	0	no	p63_control	right	p63_control_right	control	1	669	174	TRUE	assess	TRUE	left
307	308	trial	1	58	0	no	p73_test	right	p73_test_right	test	1	1042	174	TRUE	assess	TRUE	left
311	312	trial	1	59	1	no	p68_test	right	p68_test_right	test	1	857	174	TRUE	assess	TRUE	left
315	316	trial	1	60	0	yes	p68_test	left	p68_test_left	test	1	914	174	TRUE	assess	TRUE	left
319	320	trial	1	61	1	yes	a75_test	left	a75_test_left	test	1	1055	174	TRUE	assess	TRUE	left
323	324	trial	1	62	0	no	p55_control	right	p55_control_right	control	3	NA	174	TRUE	assess	TRUE	left
329	330	trial	1	63	1	yes	a8_control	left	a8_control_left	control	1	813	174	TRUE	assess	TRUE	left
337	338	trial	2	0	0	no	p48_control	right	p48_control_right	control	1	1112	174	TRUE	train	TRUE	left
341	342	trial	2	1	1	yes	a34_test	left	a34_test_left	test	1	1317	174	TRUE	train	TRUE	left
345	346	trial	2	2	3	yes	p48_test	left	p48_test_left	test	1	1216	174	TRUE	train	TRUE	left
349	350	trial	2	3	3	no	a62_test	right	a62_test_right	test	1	781	174	TRUE	train	TRUE	left
353	354	trial	2	4	2	no	a62_control	right	a62_control_right	control	1	774	174	TRUE	train	TRUE	left
357	358	trial	2	5	3	yes	a60_control	left	a60_control_left	control	1	727	174	TRUE	train	TRUE	left
361	362	trial	2	6	2	yes	a1_test	left	a1_test_left	test	1	1401	174	TRUE	train	TRUE	left
365	366	trial	2	7	0	no	a62_control	right	a62_control_right	control	1	1827	174	TRUE	train	TRUE	left
369	370	trial	2	8	1	yes	a34_control	left	a34_control_left	control	1	631	174	TRUE	train	TRUE	left
373	374	trial	2	9	2	yes	a60_test	left	a60_test_left	test	1	1459	174	TRUE	train	TRUE	left
377	378	trial	2	10	2	yes	p45_control	left	p45_control_left	control	1	1162	174	TRUE	train	TRUE	left
381	382	trial	2	11	2	no	a60_test	right	a60_test_right	test	2	1185	174	TRUE	train	TRUE	left
387	388	trial	2	12	3	yes	p48_control	left	p48_control_left	control	1	860	174	TRUE	train	TRUE	left
391	392	trial	2	13	1	yes	p58_test	left	p58_test_left	test	1	1054	174	TRUE	train	TRUE	left
395	396	trial	2	14	0	yes	p45_test	left	p45_test_left	test	1	1802	174	TRUE	train	TRUE	left
399	400	trial	2	15	3	yes	p45_test	left	p45_test_left	test	1	1010	174	TRUE	train	TRUE	left
403	404	trial	2	16	2	no	a34_control	right	a34_control_right	control	1	878	174	TRUE	train	TRUE	left
407	408	trial	2	17	3	yes	p6_control	left	p6_control_left	control	1	856	174	TRUE	train	TRUE	left
411	412	trial	2	18	2	no	a55_test	right	a55_test_right	test	1	1373	174	TRUE	train	TRUE	left
415	416	trial	2	19	0	yes	p62_test	left	p62_test_left	test	1	776	174	TRUE	train	TRUE	left
419	420	trial	2	20	3	no	a1_control	right	a1_control_right	control	1	823	174	TRUE	train	TRUE	left
423	424	trial	2	21	3	yes	p45_control	left	p45_control_left	control	1	1030	174	TRUE	train	TRUE	left
427	428	trial	2	22	3	yes	a1_test	left	a1_test_left	test	1	953	174	TRUE	train	TRUE	left
431	432	trial	2	23	3	no	p48_control	right	p48_control_right	control	1	888	174	TRUE	train	TRUE	left
435	436	trial	2	24	0	no	a34_test	right	a34_test_right	test	1	940	174	TRUE	train	TRUE	left
439	440	trial	2	25	3	no	p6_control	right	p6_control_right	control	1	2531	174	TRUE	train	TRUE	left
443	444	trial	2	26	1	no	a60_test	right	a60_test_right	test	1	844	174	TRUE	train	TRUE	left
447	448	trial	2	27	3	yes	p62_control	left	p62_control_left	control	1	875	174	TRUE	train	TRUE	left
451	452	trial	2	28	1	no	p6_control	right	p6_control_right	control	1	1073	174	TRUE	train	TRUE	left
455	456	trial	2	29	1	yes	a1_test	left	a1_test_left	test	1	1169	174	TRUE	train	TRUE	left
459	460	trial	2	30	1	yes	p48_test	left	p48_test_left	test	1	866	174	TRUE	train	TRUE	left
463	464	trial	2	31	2	no	p48_control	right	p48_control_right	control	1	896	174	TRUE	train	TRUE	left
467	468	trial	2	32	0	yes	a55_test	left	a55_test_left	test	3	NA	174	TRUE	train	TRUE	left
473	474	trial	2	33	1	yes	a60_control	left	a60_control_left	control	1	733	174	TRUE	train	TRUE	left
477	478	trial	2	34	2	yes	a45_test	left	a45_test_left	test	1	859	174	TRUE	train	TRUE	left
481	482	trial	2	35	0	no	p26_control	right	p26_control_right	control	1	699	174	TRUE	train	TRUE	left
485	486	trial	2	36	2	yes	a34_test	left	a34_test_left	test	1	1391	174	TRUE	train	TRUE	left
489	490	trial	2	37	2	no	a55_control	right	a55_control_right	control	1	1039	174	TRUE	train	TRUE	left
493	494	trial	2	38	0	no	p58_control	right	p58_control_right	control	1	1083	174	TRUE	train	TRUE	left
497	498	trial	2	39	0	no	a45_test	right	a45_test_right	test	1	711	174	TRUE	train	TRUE	left
501	502	trial	2	40	3	no	a34_test	right	a34_test_right	test	1	585	174	TRUE	train	TRUE	left
505	506	trial	2	41	3	yes	p26_control	left	p26_control_left	control	1	538	174	TRUE	train	TRUE	left
509	510	trial	2	42	0	yes	p26_control	left	p26_control_left	control	1	925	174	TRUE	train	TRUE	left
513	514	trial	2	43	3	yes	p6_test	left	p6_test_left	test	1	892	174	TRUE	train	TRUE	left
517	518	trial	2	44	1	no	p62_control	right	p62_control_right	control	1	686	174	TRUE	train	TRUE	left
521	522	trial	2	45	2	no	p26_test	right	p26_test_right	test	1	787	174	TRUE	train	TRUE	left
525	526	trial	2	46	3	yes	a62_test	left	a62_test_left	test	1	607	174	TRUE	train	TRUE	left
529	530	trial	2	47	3	no	a55_control	right	a55_control_right	control	1	591	174	TRUE	train	TRUE	left
533	534	trial	2	48	1	yes	p26_test	left	p26_test_left	test	1	637	174	TRUE	train	TRUE	left
537	538	trial	2	49	0	no	p58_test	right	p58_test_right	test	1	530	174	TRUE	train	TRUE	left
541	542	trial	2	50	3	no	a60_test	right	a60_test_right	test	1	756	174	TRUE	train	TRUE	left
545	546	trial	2	51	3	no	a62_control	right	a62_control_right	control	1	768	174	TRUE	train	TRUE	left
549	550	trial	2	52	0	yes	a60_test	left	a60_test_left	test	3	NA	174	TRUE	train	TRUE	left
558	559	trial	2	53	1	no	a62_test	right	a62_test_right	test	1	840	174	TRUE	train	TRUE	left
562	563	trial	2	54	2	yes	p48_control	left	p48_control_left	control	1	2472	174	FALSE	train	TRUE	left
569	570	trial	2	55	0	yes	p26_test	left	p26_test_left	test	1	784	174	TRUE	train	TRUE	left
573	574	trial	2	56	1	yes	p58_control	left	p58_control_left	control	1	773	174	TRUE	train	TRUE	left
577	578	trial	2	57	0	yes	a1_control	left	a1_control_left	control	1	848	174	TRUE	train	TRUE	left
581	582	trial	2	58	3	no	p48_test	right	p48_test_right	test	1	907	174	TRUE	train	TRUE	left
585	586	trial	2	59	1	yes	a55_test	left	a55_test_left	test	2	2953	174	FALSE	train	TRUE	left
590	591	trial	2	60	0	yes	a45_control	left	a45_control_left	control	1	2554	174	TRUE	train	TRUE	left
594	595	trial	2	61	0	yes	a62_test	left	a62_test_left	test	1	2668	174	TRUE	train	TRUE	left
598	599	trial	2	62	0	no	p26_test	right	p26_test_right	test	1	1049	174	TRUE	train	TRUE	left
602	603	trial	2	63	2	no	a1_control	right	a1_control_right	control	3	NA	174	TRUE	train	TRUE	left
610	611	trial	2	64	0	no	p6_test	right	p6_test_right	test	1	647	174	TRUE	train	TRUE	left
614	615	trial	2	65	1	yes	a62_control	left	a62_control_left	control	1	782	174	TRUE	train	TRUE	left
618	619	trial	2	66	3	no	a1_test	right	a1_test_right	test	1	422	174	TRUE	train	TRUE	left
622	623	trial	2	67	0	yes	p62_control	left	p62_control_left	control	1	470	174	TRUE	train	TRUE	left
626	627	trial	2	68	0	yes	a1_test	left	a1_test_left	test	1	675	174	TRUE	train	TRUE	left
630	631	trial	2	69	3	no	p26_control	right	p26_control_right	control	1	1035	174	TRUE	train	TRUE	left
634	635	trial	2	70	1	yes	p6_test	left	p6_test_left	test	1	964	174	TRUE	train	TRUE	left
638	639	trial	2	71	1	no	a62_control	right	a62_control_right	control	1	1108	174	TRUE	train	TRUE	left
642	643	trial	2	72	1	yes	a60_test	left	a60_test_left	test	3	NA	174	TRUE	train	TRUE	left
648	649	trial	2	73	0	yes	p58_test	left	p58_test_left	test	1	827	174	TRUE	train	TRUE	left
652	653	trial	2	74	2	yes	a62_test	left	a62_test_left	test	1	2311	174	TRUE	train	TRUE	left
656	657	trial	2	75	2	no	a45_control	right	a45_control_right	control	1	1503	174	TRUE	train	TRUE	left
660	661	trial	2	76	2	yes	p6_test	left	p6_test_left	test	1	774	174	TRUE	train	TRUE	left
664	665	trial	2	77	1	yes	a1_control	left	a1_control_left	control	1	846	174	TRUE	train	TRUE	left
668	669	trial	2	78	3	yes	a55_test	left	a55_test_left	test	1	506	174	TRUE	train	TRUE	left
672	673	trial	2	79	1	no	p45_test	right	p45_test_right	test	1	745	174	TRUE	train	TRUE	left
676	677	trial	2	80	0	no	p45_control	right	p45_control_right	control	1	594	174	TRUE	train	TRUE	left
680	681	trial	2	81	0	yes	a34_control	left	a34_control_left	control	1	717	174	TRUE	train	TRUE	left
684	685	trial	2	82	3	no	p45_test	right	p45_test_right	test	3	NA	174	TRUE	train	TRUE	left
690	691	trial	2	83	0	no	p45_test	right	p45_test_right	test	1	505	174	TRUE	train	TRUE	left
694	695	trial	2	84	1	no	p6_test	right	p6_test_right	test	1	416	174	TRUE	train	TRUE	left
698	699	trial	2	85	0	yes	a60_control	left	a60_control_left	control	1	619	174	TRUE	train	TRUE	left
702	703	trial	2	86	3	yes	a34_control	left	a34_control_left	control	1	1062	174	TRUE	train	TRUE	left
706	707	trial	2	87	2	yes	a55_control	left	a55_control_left	control	1	828	174	TRUE	train	TRUE	left
710	711	trial	2	88	0	no	a60_test	right	a60_test_right	test	2	826	174	FALSE	train	TRUE	left
715	716	trial	2	89	2	no	a62_test	right	a62_test_right	test	1	837	174	TRUE	train	TRUE	left
719	720	trial	2	90	3	no	a60_control	right	a60_control_right	control	1	714	174	TRUE	train	TRUE	left
723	724	trial	2	91	1	no	p58_test	right	p58_test_right	test	1	527	174	TRUE	train	TRUE	left
727	728	trial	2	92	0	yes	p6_test	left	p6_test_left	test	1	668	174	TRUE	train	TRUE	left
731	732	trial	2	93	1	yes	p6_control	left	p6_control_left	control	1	815	174	TRUE	train	TRUE	left
735	736	trial	2	94	1	yes	p45_test	left	p45_test_left	test	1	1013	174	TRUE	train	TRUE	left
739	740	trial	2	95	2	yes	a60_control	left	a60_control_left	control	1	1283	174	TRUE	train	TRUE	left
747	748	trial	3	0	0	yes	p48_control	left	p48_control_left	control	1	972	174	TRUE	train	TRUE	left
751	752	trial	3	1	1	yes	a45_control	left	a45_control_left	control	1	577	174	TRUE	train	TRUE	left
755	756	trial	3	2	3	yes	p58_control	left	p58_control_left	control	1	553	174	TRUE	train	TRUE	left
759	760	trial	3	3	1	no	p62_test	right	p62_test_right	test	1	638	174	TRUE	train	TRUE	left
763	764	trial	3	4	0	yes	a55_control	left	a55_control_left	control	1	885	174	TRUE	train	TRUE	left
767	768	trial	3	5	0	no	p62_test	right	p62_test_right	test	1	1220	174	TRUE	train	TRUE	left
771	772	trial	3	6	1	yes	p62_test	left	p62_test_left	test	2	605	174	FALSE	train	TRUE	left
777	778	trial	3	7	2	no	a60_control	right	a60_control_right	control	1	799	174	TRUE	train	TRUE	left
781	782	trial	3	8	3	yes	p26_test	left	p26_test_left	test	1	700	174	TRUE	train	TRUE	left
785	786	trial	3	9	1	no	p48_test	right	p48_test_right	test	1	818	174	TRUE	train	TRUE	left
789	790	trial	3	10	3	yes	a1_control	left	a1_control_left	control	1	1075	174	TRUE	train	TRUE	left
793	794	trial	3	11	0	yes	p45_control	left	p45_control_left	control	1	915	174	TRUE	train	TRUE	left
797	798	trial	3	12	2	yes	p48_test	left	p48_test_left	test	1	841	174	TRUE	train	TRUE	left
801	802	trial	3	13	1	no	p26_test	right	p26_test_right	test	1	800	174	TRUE	train	TRUE	left
805	806	trial	3	14	1	no	a34_test	right	a34_test_right	test	1	2692	174	TRUE	train	TRUE	left
809	810	trial	3	15	1	no	a55_control	right	a55_control_right	control	1	657	174	TRUE	train	TRUE	left
813	814	trial	3	16	2	yes	a1_control	left	a1_control_left	control	1	1008	174	TRUE	train	TRUE	left
817	818	trial	3	17	2	yes	p45_test	left	p45_test_left	test	1	799	174	TRUE	train	TRUE	left
