from_seq	to_seq	event	block	trial	reps	appr	stim	tilt	image	cat	response	rt	set_id	sust	type	placebo	approach_tilt
362	363	trial	1	12	1	yes	p37_test	right	p37_test_right	test	1	672	179	FALSE	assess	TRUE	right
367	368	trial	1	13	0	yes	p70_control	right	p70_control_right	control	1	644	179	FALSE	assess	TRUE	right
378	379	trial	1	14	0	yes	a64_test	right	a64_test_right	test	1	507	179	FALSE	assess	TRUE	right
387	388	trial	1	15	1	yes	p70_test	right	p70_test_right	test	2	604	179	TRUE	assess	TRUE	right
393	394	trial	1	16	1	yes	p37_control	right	p37_control_right	control	1	527	179	TRUE	assess	TRUE	right
397	398	trial	1	17	0	yes	p32_test	right	p32_test_right	test	1	405	179	FALSE	assess	TRUE	right
402	403	trial	1	18	0	yes	p37_control	right	p37_control_right	control	1	735	179	FALSE	assess	TRUE	right
409	410	trial	1	19	0	yes	a48_test	right	a48_test_right	test	1	1041	179	FALSE	assess	TRUE	right
415	416	trial	1	20	1	no	a50_test	left	a50_test_left	test	2	583	179	FALSE	assess	TRUE	right
420	421	trial	1	21	1	no	p7_test	left	p7_test_left	test	2	638	179	FALSE	assess	TRUE	right
427	428	trial	1	22	0	no	a48_control	left	a48_control_left	control	2	409	179	FALSE	assess	TRUE	right
437	438	trial	1	23	1	no	p32_test	left	p32_test_left	test	2	80	179	FALSE	assess	TRUE	right
443	444	trial	1	24	1	yes	p32_test	right	p32_test_right	test	1	627	179	TRUE	assess	TRUE	right
447	448	trial	1	25	1	no	a50_control	left	a50_control_left	control	2	1101	179	FALSE	assess	TRUE	right
452	453	trial	1	26	0	no	a50_test	left	a50_test_left	test	2	938	179	FALSE	assess	TRUE	right
458	459	trial	1	27	1	yes	a48_test	right	a48_test_right	test	1	535	179	FALSE	assess	TRUE	right
466	467	trial	1	28	1	no	a48_control	left	a48_control_left	control	2	752	179	FALSE	assess	TRUE	right
471	472	trial	1	29	1	yes	p70_control	right	p70_control_right	control	1	910	179	FALSE	assess	TRUE	right
476	477	trial	1	30	1	no	a39_test	left	a39_test_left	test	2	599	179	FALSE	assess	TRUE	right
482	483	trial	1	31	1	yes	a64_control	right	a64_control_right	control	1	1196	179	FALSE	assess	TRUE	right
492	493	trial	2	0	0	no	p37_test	left	p37_test_left	test	2	437	179	FALSE	assess	TRUE	right
503	504	trial	2	1	0	yes	p7_control	right	p7_control_right	control	1	367	179	TRUE	assess	TRUE	right
507	508	trial	2	2	1	no	p37_test	left	p37_test_left	test	1	407	179	TRUE	assess	TRUE	right
511	512	trial	2	3	0	no	a39_test	left	a39_test_left	test	2	326	179	TRUE	assess	TRUE	right
517	518	trial	2	4	1	no	a64_test	left	a64_test_left	test	1	744	179	TRUE	assess	TRUE	right
521	522	trial	2	5	0	no	p70_test	left	p70_test_left	test	1	848	179	TRUE	assess	TRUE	right
525	526	trial	2	6	0	no	p37_control	left	p37_control_left	control	2	599	179	TRUE	assess	TRUE	right
531	532	trial	2	7	0	yes	p7_test	right	p7_test_right	test	2	570	179	TRUE	assess	TRUE	right
537	538	trial	2	8	0	no	p7_control	left	p7_control_left	control	1	671	179	TRUE	assess	TRUE	right
541	542	trial	2	9	1	yes	a50_test	right	a50_test_right	test	1	810	179	TRUE	assess	TRUE	right
545	546	trial	2	10	0	no	p32_control	left	p32_control_left	control	2	1018	179	TRUE	assess	TRUE	right
551	552	trial	2	11	1	no	p70_test	left	p70_test_left	test	2	426	179	TRUE	assess	TRUE	right
558	559	trial	2	12	0	yes	a50_control	right	a50_control_right	control	1	1245	179	FALSE	assess	TRUE	right
565	566	trial	2	13	1	no	a64_control	left	a64_control_left	control	2	927	179	FALSE	assess	TRUE	right
575	576	trial	2	14	0	yes	a50_test	right	a50_test_right	test	1	61	179	FALSE	assess	TRUE	right
582	583	trial	2	15	0	yes	p37_test	right	p37_test_right	test	1	755	179	FALSE	assess	TRUE	right
590	591	trial	2	16	0	yes	a39_test	right	a39_test_right	test	2	831	179	TRUE	assess	TRUE	right
596	597	trial	2	17	1	no	a48_test	left	a48_test_left	test	1	1022	179	TRUE	assess	TRUE	right
600	601	trial	2	18	0	yes	p32_control	right	p32_control_right	control	1	445	179	FALSE	assess	TRUE	right
607	608	trial	2	19	1	yes	p7_control	right	p7_control_right	control	1	442	179	TRUE	assess	TRUE	right
611	612	trial	2	20	0	no	p70_control	left	p70_control_left	control	2	347	179	TRUE	assess	TRUE	right
617	618	trial	2	21	0	no	a48_test	left	a48_test_left	test	2	288	179	TRUE	assess	TRUE	right
623	624	trial	2	22	0	yes	a39_control	right	a39_control_right	control	2	599	179	TRUE	assess	TRUE	right
633	634	trial	2	23	1	yes	a48_control	right	a48_control_right	control	1	1285	179	FALSE	assess	TRUE	right
640	641	trial	2	24	1	no	p37_control	left	p37_control_left	control	2	334	179	FALSE	assess	TRUE	right
646	647	trial	2	25	0	no	a50_control	left	a50_control_left	control	2	1158	179	FALSE	assess	TRUE	right
654	655	trial	2	26	1	yes	p7_test	right	p7_test_right	test	1	475	179	FALSE	assess	TRUE	right
663	664	trial	2	27	0	no	a39_control	left	a39_control_left	control	2	921	179	FALSE	assess	TRUE	right
673	674	trial	2	28	1	yes	a64_test	right	a64_test_right	test	1	1276	179	TRUE	assess	TRUE	right
677	678	trial	2	29	0	no	p32_test	left	p32_test_left	test	2	746	179	FALSE	assess	TRUE	right
682	683	trial	2	30	0	yes	a64_control	right	a64_control_right	control	1	563	179	FALSE	assess	TRUE	right
687	688	trial	2	31	1	yes	p32_control	right	p32_control_right	control	2	1426	179	TRUE	assess	TRUE	right
12	13	trial	0	0	0	no	practice_test	left	practice_test_left	test	2	2869	181	FALSE	practice	TRUE	right
18	19	trial	0	1	2	yes	practice_control	right	practice_control_right	control	1	467	181	FALSE	practice	TRUE	right
25	26	trial	0	2	1	no	practice_control	left	practice_control_left	control	1	308	181	TRUE	practice	TRUE	right
29	30	trial	0	3	0	yes	practice_test	right	practice_test_right	test	1	537	181	FALSE	practice	TRUE	right
36	37	trial	0	4	0	no	practice_control	left	practice_control_left	control	1	481	181	FALSE	practice	TRUE	right
43	44	trial	0	5	1	yes	practice_control	right	practice_control_right	control	1	299	181	TRUE	practice	TRUE	right
47	48	trial	0	6	2	yes	practice_test	right	practice_test_right	test	2	713	181	TRUE	practice	TRUE	right
53	54	trial	0	7	1	no	practice_test	left	practice_test_left	test	1	480	181	FALSE	practice	TRUE	right
60	61	trial	0	8	0	yes	practice_control	right	practice_control_right	control	2	643	181	FALSE	practice	TRUE	right
65	66	trial	0	9	1	yes	practice_test	right	practice_test_right	test	1	285	181	TRUE	practice	TRUE	right
69	70	trial	0	10	2	no	practice_control	left	practice_control_left	control	2	131	181	TRUE	practice	TRUE	right
75	76	trial	0	11	2	no	practice_test	left	practice_test_left	test	2	434	181	FALSE	practice	TRUE	right
86	87	trial	1	0	0	no	p75_test	left	p75_test_left	test	2	417	181	FALSE	assess	TRUE	right
93	94	trial	1	1	1	no	p57_test	left	p57_test_left	test	2	639	181	TRUE	assess	TRUE	right
99	100	trial	1	2	1	yes	p75_test	right	p75_test_right	test	1	315	181	FALSE	assess	TRUE	right
106	107	trial	1	3	0	yes	p57_control	right	p57_control_right	control	2	931	181	TRUE	assess	TRUE	right
112	113	trial	1	4	0	yes	p16_test	right	p16_test_right	test	1	459	181	FALSE	assess	TRUE	right
119	120	trial	1	5	0	yes	p68_control	right	p68_control_right	control	1	795	181	TRUE	assess	TRUE	right
123	124	trial	1	6	1	no	p68_test	left	p68_test_left	test	2	773	181	FALSE	assess	TRUE	right
128	129	trial	1	7	1	yes	a18_control	right	a18_control_right	control	1	959	181	TRUE	assess	TRUE	right
132	133	trial	1	8	1	yes	p16_control	right	p16_control_right	control	1	753	181	TRUE	assess	TRUE	right
136	137	trial	1	9	1	yes	p57_test	right	p57_test_right	test	1	574	181	TRUE	assess	TRUE	right
140	141	trial	1	10	1	yes	a10_test	right	a10_test_right	test	1	704	181	FALSE	assess	TRUE	right
147	148	trial	1	11	1	no	p16_test	left	p16_test_left	test	2	733	181	TRUE	assess	TRUE	right
153	154	trial	1	12	1	no	a10_test	left	a10_test_left	test	2	1165	181	TRUE	assess	TRUE	right
159	160	trial	1	13	1	yes	p57_control	right	p57_control_right	control	1	520	181	FALSE	assess	TRUE	right
166	167	trial	1	14	0	no	p68_test	left	p68_test_left	test	2	878	181	FALSE	assess	TRUE	right
171	172	trial	1	15	1	no	a65_test	left	a65_test_left	test	2	680	181	TRUE	assess	TRUE	right
177	178	trial	1	16	0	no	a65_control	left	a65_control_left	control	2	756	181	TRUE	assess	TRUE	right
183	184	trial	1	17	0	no	a18_control	left	a18_control_left	control	2	1004	181	TRUE	assess	TRUE	right
189	190	trial	1	18	0	yes	a18_control	right	a18_control_right	control	1	464	181	FALSE	assess	TRUE	right
197	198	trial	1	19	1	no	a18_test	left	a18_test_left	test	2	352	181	FALSE	assess	TRUE	right
205	206	trial	1	20	1	yes	a10_control	right	a10_control_right	control	1	2132	181	TRUE	assess	TRUE	right
209	210	trial	1	21	0	no	p16_test	left	p16_test_left	test	1	1423	181	TRUE	assess	TRUE	right
213	214	trial	1	22	0	yes	p75_control	right	p75_control_right	control	1	1039	181	TRUE	assess	TRUE	right
217	218	trial	1	23	0	yes	a18_test	right	a18_test_right	test	2	1022	181	TRUE	assess	TRUE	right
223	224	trial	1	24	1	no	a59_test	left	a59_test_left	test	2	659	181	TRUE	assess	TRUE	right
229	230	trial	1	25	0	no	p57_test	left	p57_test_left	test	2	268	181	FALSE	assess	TRUE	right
234	235	trial	1	26	1	yes	a65_control	right	a65_control_right	control	1	806	181	TRUE	assess	TRUE	right
238	239	trial	1	27	0	yes	p75_test	right	p75_test_right	test	1	920	181	FALSE	assess	TRUE	right
246	247	trial	1	28	0	no	a65_test	left	a65_test_left	test	1	1325	181	TRUE	assess	TRUE	right
250	251	trial	1	29	0	no	a59_control	left	a59_control_left	control	2	329	181	TRUE	assess	TRUE	right
257	258	trial	1	30	1	no	p16_control	left	p16_control_left	control	1	758	181	TRUE	assess	TRUE	right
261	262	trial	1	31	1	no	p68_control	left	p68_control_left	control	1	776	181	TRUE	assess	TRUE	right
265	266	trial	1	32	0	no	a10_control	left	a10_control_left	control	2	853	181	TRUE	assess	TRUE	right
271	272	trial	1	33	1	no	p75_test	left	p75_test_left	test	2	527	181	TRUE	assess	TRUE	right
277	278	trial	1	34	0	yes	a10_control	right	a10_control_right	control	2	226	181	TRUE	assess	TRUE	right
283	284	trial	1	35	0	no	a18_test	left	a18_test_left	test	1	744	181	TRUE	assess	TRUE	right
287	288	trial	1	36	1	no	a65_control	left	a65_control_left	control	2	1151	181	TRUE	assess	TRUE	right
293	294	trial	1	37	1	yes	p68_control	right	p68_control_right	control	1	1051	181	TRUE	assess	TRUE	right
297	298	trial	1	38	0	yes	p16_control	right	p16_control_right	control	1	840	181	TRUE	assess	TRUE	right
301	302	trial	1	39	0	no	p75_control	left	p75_control_left	control	2	1093	181	TRUE	assess	TRUE	right
307	308	trial	1	40	1	yes	p68_test	right	p68_test_right	test	2	673	181	TRUE	assess	TRUE	right
313	314	trial	1	41	1	no	p57_control	left	p57_control_left	control	1	481	181	TRUE	assess	TRUE	right
317	318	trial	1	42	1	no	p75_control	left	p75_control_left	control	3	NA	181	TRUE	assess	TRUE	right
325	326	trial	1	43	0	yes	p57_test	right	p57_test_right	test	2	597	181	FALSE	assess	TRUE	right
330	331	trial	1	44	1	yes	a59_control	right	a59_control_right	control	2	907	181	TRUE	assess	TRUE	right
336	337	trial	1	45	0	no	p57_control	left	p57_control_left	control	1	557	181	TRUE	assess	TRUE	right
340	341	trial	1	46	0	no	p68_control	left	p68_control_left	control	2	625	181	TRUE	assess	TRUE	right
346	347	trial	1	47	0	yes	a59_control	right	a59_control_right	control	2	434	181	FALSE	assess	TRUE	right
351	352	trial	1	48	1	yes	a65_test	right	a65_test_right	test	2	1996	181	TRUE	assess	TRUE	right
357	358	trial	1	49	0	no	a10_test	left	a10_test_left	test	1	405	181	TRUE	assess	TRUE	right
361	362	trial	1	50	0	yes	a10_test	right	a10_test_right	test	1	692	181	TRUE	assess	TRUE	right
365	366	trial	1	51	1	yes	a18_test	right	a18_test_right	test	2	944	181	TRUE	assess	TRUE	right
371	372	trial	1	52	1	no	a59_control	left	a59_control_left	control	1	2050	181	TRUE	assess	TRUE	right
375	376	trial	1	53	0	no	p16_control	left	p16_control_left	control	2	1006	181	TRUE	assess	TRUE	right
381	382	trial	1	54	1	no	a10_control	left	a10_control_left	control	2	889	181	TRUE	assess	TRUE	right
387	388	trial	1	55	1	yes	a59_test	right	a59_test_right	test	1	2494	181	TRUE	assess	TRUE	right
391	392	trial	1	56	0	yes	a65_control	right	a65_control_right	control	2	1015	181	TRUE	assess	TRUE	right
397	398	trial	1	57	1	yes	p75_control	right	p75_control_right	control	2	803	181	TRUE	assess	TRUE	right
405	406	trial	1	58	0	yes	a65_test	right	a65_test_right	test	1	1390	181	TRUE	assess	TRUE	right
409	410	trial	1	59	0	no	a59_test	left	a59_test_left	test	1	959	181	TRUE	assess	TRUE	right
413	414	trial	1	60	1	yes	p16_test	right	p16_test_right	test	2	1147	181	TRUE	assess	TRUE	right
419	420	trial	1	61	0	yes	a59_test	right	a59_test_right	test	1	1439	181	TRUE	assess	TRUE	right
423	424	trial	1	62	1	no	a18_control	left	a18_control_left	control	1	1118	181	TRUE	assess	TRUE	right
427	428	trial	1	63	0	yes	p68_test	right	p68_test_right	test	1	1640	181	TRUE	assess	TRUE	right
435	436	trial	2	0	5	yes	a14_control	right	a14_control_right	control	1	1091	181	TRUE	train	FALSE	right
439	440	trial	2	1	0	yes	p22_control	right	p22_control_right	control	1	1721	181	TRUE	train	FALSE	right
443	444	trial	2	2	6	no	p42_test	left	p42_test_left	test	1	1845	181	TRUE	train	FALSE	right
447	448	trial	2	3	2	yes	a33_control	right	a33_control_right	control	1	614	181	TRUE	train	FALSE	right
451	452	trial	2	4	0	no	a33_test	left	a33_test_left	test	1	1037	181	TRUE	train	FALSE	right
455	456	trial	2	5	3	no	p35_test	left	p35_test_left	test	1	2465	181	TRUE	train	FALSE	right
459	460	trial	2	6	6	no	a70_test	left	a70_test_left	test	1	1051	181	TRUE	train	FALSE	right
463	464	trial	2	7	0	no	p42_test	left	p42_test_left	test	2	1527	181	FALSE	train	FALSE	right
468	469	trial	2	8	4	yes	p42_control	right	p42_control_right	control	1	1210	181	TRUE	train	FALSE	right
472	473	trial	2	9	2	no	a72_test	left	a72_test_left	test	1	1162	181	TRUE	train	FALSE	right
476	477	trial	2	10	6	yes	p42_control	right	p42_control_right	control	1	1129	181	TRUE	train	FALSE	right
480	481	trial	2	11	4	yes	p50_control	right	p50_control_right	control	1	1318	181	TRUE	train	FALSE	right
484	485	trial	2	12	7	yes	a72_control	right	a72_control_right	control	2	773	181	FALSE	train	FALSE	right
489	490	trial	2	13	7	no	a27_test	left	a27_test_left	test	1	928	181	TRUE	train	FALSE	right
493	494	trial	2	14	0	no	a14_test	left	a14_test_left	test	1	1287	181	TRUE	train	FALSE	right
497	498	trial	2	15	4	no	a14_test	left	a14_test_left	test	1	839	181	TRUE	train	FALSE	right
501	502	trial	2	16	7	no	p22_test	left	p22_test_left	test	1	861	181	TRUE	train	FALSE	right
505	506	trial	2	17	1	yes	p29_control	right	p29_control_right	control	1	830	181	TRUE	train	FALSE	right
509	510	trial	2	18	4	yes	a60_control	right	a60_control_right	control	1	1237	181	TRUE	train	FALSE	right
513	514	trial	2	19	5	yes	a27_control	right	a27_control_right	control	1	1222	181	TRUE	train	FALSE	right
517	518	trial	2	20	5	yes	p29_control	right	p29_control_right	control	1	1375	181	TRUE	train	FALSE	right
521	522	trial	2	21	2	no	p50_test	left	p50_test_left	test	1	1266	181	TRUE	train	FALSE	right
525	526	trial	2	22	0	no	a27_test	left	a27_test_left	test	1	1076	181	TRUE	train	FALSE	right
529	530	trial	2	23	1	yes	p35_control	right	p35_control_right	control	1	1063	181	TRUE	train	FALSE	right
533	534	trial	2	24	3	no	a72_test	left	a72_test_left	test	1	1500	181	TRUE	train	FALSE	right
537	538	trial	2	25	5	yes	a33_control	right	a33_control_right	control	1	1458	181	TRUE	train	FALSE	right
541	542	trial	2	26	7	yes	a60_control	right	a60_control_right	control	1	1617	181	TRUE	train	FALSE	right
545	546	trial	2	27	2	no	a60_test	left	a60_test_left	test	1	2116	181	TRUE	train	FALSE	right
549	550	trial	2	28	4	yes	p22_control	right	p22_control_right	control	1	1452	181	TRUE	train	FALSE	right
553	554	trial	2	29	2	yes	a60_control	right	a60_control_right	control	1	1633	181	TRUE	train	FALSE	right
557	558	trial	2	30	0	yes	p50_control	right	p50_control_right	control	1	1045	181	TRUE	train	FALSE	right
561	562	trial	2	31	5	yes	a70_control	right	a70_control_right	control	1	2042	181	TRUE	train	FALSE	right
565	566	trial	2	32	6	no	a14_test	left	a14_test_left	test	1	721	181	TRUE	train	FALSE	right
569	570	trial	2	33	3	yes	p42_control	right	p42_control_right	control	1	597	181	TRUE	train	FALSE	right
573	574	trial	2	34	6	yes	p35_control	right	p35_control_right	control	1	2120	181	TRUE	train	FALSE	right
577	578	trial	2	35	4	yes	a72_control	right	a72_control_right	control	1	879	181	TRUE	train	FALSE	right
581	582	trial	2	36	5	yes	p50_control	right	p50_control_right	control	1	614	181	TRUE	train	FALSE	right
585	586	trial	2	37	3	no	p22_test	left	p22_test_left	test	1	1465	181	TRUE	train	FALSE	right
589	590	trial	2	38	3	no	a70_test	left	a70_test_left	test	1	1886	181	TRUE	train	FALSE	right
593	594	trial	2	39	4	no	a70_test	left	a70_test_left	test	1	2256	181	TRUE	train	FALSE	right
597	598	trial	2	40	3	yes	a60_control	right	a60_control_right	control	1	1088	181	TRUE	train	FALSE	right
601	602	trial	2	41	3	no	p50_test	left	p50_test_left	test	1	907	181	TRUE	train	FALSE	right
605	606	trial	2	42	7	yes	a27_control	right	a27_control_right	control	1	1215	181	TRUE	train	FALSE	right
609	610	trial	2	43	3	no	a60_test	left	a60_test_left	test	2	998	181	FALSE	train	FALSE	right
614	615	trial	2	44	6	yes	a14_control	right	a14_control_right	control	1	1082	181	TRUE	train	FALSE	right
618	619	trial	2	45	2	yes	a14_control	right	a14_control_right	control	1	1257	181	TRUE	train	FALSE	right
622	623	trial	2	46	0	yes	a33_control	right	a33_control_right	control	1	1115	181	TRUE	train	FALSE	right
626	627	trial	2	47	2	yes	p64_control	right	p64_control_right	control	1	999	181	TRUE	train	FALSE	right
630	631	trial	2	48	5	no	p64_test	left	p64_test_left	test	1	1147	181	TRUE	train	FALSE	right
634	635	trial	2	49	2	no	a27_test	left	a27_test_left	test	1	984	181	TRUE	train	FALSE	right
638	639	trial	2	50	0	yes	p35_control	right	p35_control_right	control	1	905	181	TRUE	train	FALSE	right
642	643	trial	2	51	0	no	p29_test	left	p29_test_left	test	1	1762	181	TRUE	train	FALSE	right
646	647	trial	2	52	2	yes	a72_control	right	a72_control_right	control	2	1196	181	TRUE	train	FALSE	right
652	653	trial	2	53	7	no	a60_test	left	a60_test_left	test	1	1121	181	TRUE	train	FALSE	right
656	657	trial	2	54	7	no	a33_test	left	a33_test_left	test	1	1056	181	TRUE	train	FALSE	right
660	661	trial	2	55	4	no	p35_test	left	p35_test_left	test	1	1055	181	TRUE	train	FALSE	right
664	665	trial	2	56	7	yes	p29_control	right	p29_control_right	control	1	1017	181	TRUE	train	FALSE	right
668	669	trial	2	57	6	yes	a33_control	right	a33_control_right	control	1	883	181	TRUE	train	FALSE	right
672	673	trial	2	58	7	yes	a33_control	right	a33_control_right	control	1	961	181	TRUE	train	FALSE	right
676	677	trial	2	59	1	no	a33_test	left	a33_test_left	test	1	1363	181	TRUE	train	FALSE	right
680	681	trial	2	60	1	no	p50_test	left	p50_test_left	test	1	1350	181	TRUE	train	FALSE	right
684	685	trial	2	61	3	yes	p50_control	right	p50_control_right	control	3	NA	181	TRUE	train	FALSE	right
692	693	trial	2	62	1	no	p29_test	left	p29_test_left	test	2	594	181	TRUE	train	FALSE	right
698	699	trial	2	63	0	no	p50_test	left	p50_test_left	test	1	896	181	TRUE	train	FALSE	right
702	703	trial	2	64	1	no	a60_test	left	a60_test_left	test	1	1055	181	TRUE	train	FALSE	right
706	707	trial	2	65	0	yes	p64_control	right	p64_control_right	control	1	504	181	TRUE	train	FALSE	right
710	711	trial	2	66	7	no	a72_test	left	a72_test_left	test	1	816	181	TRUE	train	FALSE	right
714	715	trial	2	67	5	no	a60_test	left	a60_test_left	test	2	757	181	FALSE	train	FALSE	right
719	720	trial	2	68	2	yes	p42_control	right	p42_control_right	control	1	707	181	FALSE	train	FALSE	right
726	727	trial	2	69	3	yes	a70_control	right	a70_control_right	control	1	998	181	TRUE	train	FALSE	right
730	731	trial	2	70	3	yes	p29_control	right	p29_control_right	control	2	2885	181	TRUE	train	FALSE	right
736	737	trial	2	71	5	no	p42_test	left	p42_test_left	test	1	2238	181	TRUE	train	FALSE	right
740	741	trial	2	72	0	yes	p42_control	right	p42_control_right	control	2	2146	181	TRUE	train	FALSE	right
746	747	trial	2	73	3	yes	p35_control	right	p35_control_right	control	2	943	181	TRUE	train	FALSE	right
752	753	trial	2	74	7	no	a14_test	left	a14_test_left	test	1	847	181	TRUE	train	FALSE	right
756	757	trial	2	75	4	no	p22_test	left	p22_test_left	test	1	1016	181	TRUE	train	FALSE	right
760	761	trial	2	76	3	no	a33_test	left	a33_test_left	test	1	1476	181	TRUE	train	FALSE	right
764	765	trial	2	77	1	yes	a60_control	right	a60_control_right	control	1	945	181	TRUE	train	FALSE	right
768	769	trial	2	78	2	no	p42_test	left	p42_test_left	test	1	1128	181	TRUE	train	FALSE	right
772	773	trial	2	79	6	no	a60_test	left	a60_test_left	test	1	1229	181	TRUE	train	FALSE	right
776	777	trial	2	80	7	yes	a70_control	right	a70_control_right	control	1	860	181	TRUE	train	FALSE	right
780	781	trial	2	81	6	no	p64_test	left	p64_test_left	test	1	1143	181	TRUE	train	FALSE	right
784	785	trial	2	82	1	no	p22_test	left	p22_test_left	test	1	776	181	TRUE	train	FALSE	right
788	789	trial	2	83	6	no	p22_test	left	p22_test_left	test	1	891	181	TRUE	train	FALSE	right
792	793	trial	2	84	6	yes	p29_control	right	p29_control_right	control	1	768	181	TRUE	train	FALSE	right
796	797	trial	2	85	7	yes	p50_control	right	p50_control_right	control	1	1233	181	TRUE	train	FALSE	right
800	801	trial	2	86	3	no	p29_test	left	p29_test_left	test	1	1132	181	TRUE	train	FALSE	right
804	805	trial	2	87	3	no	p42_test	left	p42_test_left	test	1	907	181	TRUE	train	FALSE	right
808	809	trial	2	88	3	yes	p64_control	right	p64_control_right	control	1	784	181	TRUE	train	FALSE	right
812	813	trial	2	89	6	no	a72_test	left	a72_test_left	test	1	1423	181	TRUE	train	FALSE	right
816	817	trial	2	90	4	yes	p64_control	right	p64_control_right	control	1	930	181	TRUE	train	FALSE	right
820	821	trial	2	91	0	no	a72_test	left	a72_test_left	test	1	1233	181	TRUE	train	FALSE	right
824	825	trial	2	92	1	no	a72_test	left	a72_test_left	test	1	920	181	TRUE	train	FALSE	right
828	829	trial	2	93	7	no	a70_test	left	a70_test_left	test	1	1450	181	TRUE	train	FALSE	right
832	833	trial	2	94	5	no	p29_test	left	p29_test_left	test	1	1336	181	TRUE	train	FALSE	right
836	837	trial	2	95	6	yes	p50_control	right	p50_control_right	control	1	2127	181	TRUE	train	FALSE	right
844	845	trial	3	0	4	no	p42_test	left	p42_test_left	test	2	962	181	FALSE	train	FALSE	right
849	850	trial	3	1	1	no	p35_test	left	p35_test_left	test	1	776	181	TRUE	train	FALSE	right
853	854	trial	3	2	7	yes	p42_control	right	p42_control_right	control	2	1085	181	TRUE	train	FALSE	right
859	860	trial	3	3	6	no	p29_test	left	p29_test_left	test	1	2315	181	TRUE	train	FALSE	right
863	864	trial	3	4	0	no	a70_test	left	a70_test_left	test	1	919	181	TRUE	train	FALSE	right
867	868	trial	3	5	7	no	p29_test	left	p29_test_left	test	1	1523	181	TRUE	train	FALSE	right
871	872	trial	3	6	1	yes	a72_control	right	a72_control_right	control	1	633	181	TRUE	train	FALSE	right
875	876	trial	3	7	4	yes	a14_control	right	a14_control_right	control	1	899	181	TRUE	train	FALSE	right
879	880	trial	3	8	0	yes	a72_control	right	a72_control_right	control	1	788	181	TRUE	train	FALSE	right
883	884	trial	3	9	4	no	a33_test	left	a33_test_left	test	1	1866	181	TRUE	train	FALSE	right
887	888	trial	3	10	3	no	a14_test	left	a14_test_left	test	1	1670	181	TRUE	train	FALSE	right
891	892	trial	3	11	1	yes	a70_control	right	a70_control_right	control	1	790	181	TRUE	train	FALSE	right
895	896	trial	3	12	0	no	a60_test	left	a60_test_left	test	1	1952	181	TRUE	train	FALSE	right
899	900	trial	3	13	1	yes	p64_control	right	p64_control_right	control	1	696	181	TRUE	train	FALSE	right
903	904	trial	3	14	5	yes	a72_control	right	a72_control_right	control	2	804	181	TRUE	train	FALSE	right
909	910	trial	3	15	0	no	p35_test	left	p35_test_left	test	1	830	181	TRUE	train	FALSE	right
913	914	trial	3	16	5	no	a33_test	left	a33_test_left	test	1	1256	181	TRUE	train	FALSE	right
917	918	trial	3	17	1	yes	a33_control	right	a33_control_right	control	1	1427	181	FALSE	train	FALSE	right
922	923	trial	3	18	7	no	p64_test	left	p64_test_left	test	1	751	181	TRUE	train	FALSE	right
926	927	trial	3	19	2	yes	a27_control	right	a27_control_right	control	1	1010	181	TRUE	train	FALSE	right
930	931	trial	3	20	6	no	p50_test	left	p50_test_left	test	1	1286	181	TRUE	train	FALSE	right
934	935	trial	3	21	6	yes	a60_control	right	a60_control_right	control	1	1804	181	TRUE	train	FALSE	right
938	939	trial	3	22	2	yes	p50_control	right	p50_control_right	control	2	927	181	TRUE	train	FALSE	right
944	945	trial	3	23	1	yes	a14_control	right	a14_control_right	control	1	846	181	TRUE	train	FALSE	right
948	949	trial	3	24	6	no	a33_test	left	a33_test_left	test	1	972	181	TRUE	train	FALSE	right
952	953	trial	3	25	0	yes	a60_control	right	a60_control_right	control	1	902	181	TRUE	train	FALSE	right
956	957	trial	3	26	7	yes	p35_control	right	p35_control_right	control	2	789	181	TRUE	train	FALSE	right
962	963	trial	3	27	7	yes	a14_control	right	a14_control_right	control	1	717	181	TRUE	train	FALSE	right
966	967	trial	3	28	2	no	a14_test	left	a14_test_left	test	1	747	181	TRUE	train	FALSE	right
970	971	trial	3	29	3	no	a27_test	left	a27_test_left	test	1	848	181	TRUE	train	FALSE	right
974	975	trial	3	30	1	no	a70_test	left	a70_test_left	test	1	1108	181	TRUE	train	FALSE	right
978	979	trial	3	31	1	yes	p42_control	right	p42_control_right	control	1	460	181	TRUE	train	FALSE	right
982	983	trial	3	32	2	yes	p35_control	right	p35_control_right	control	1	754	181	TRUE	train	FALSE	right
986	987	trial	3	33	4	yes	p29_control	right	p29_control_right	control	1	1125	181	TRUE	train	FALSE	right
990	991	trial	3	34	5	no	p35_test	left	p35_test_left	test	1	1942	181	TRUE	train	FALSE	right
994	995	trial	3	35	1	no	a27_test	left	a27_test_left	test	1	746	181	TRUE	train	FALSE	right
998	999	trial	3	36	6	yes	p22_control	right	p22_control_right	control	1	630	181	TRUE	train	FALSE	right
1002	1003	trial	3	37	1	no	p42_test	left	p42_test_left	test	1	1099	181	TRUE	train	FALSE	right
1006	1007	trial	3	38	5	yes	p42_control	right	p42_control_right	control	1	1132	181	TRUE	train	FALSE	right
1010	1011	trial	3	39	0	yes	p29_control	right	p29_control_right	control	1	766	181	TRUE	train	FALSE	right
1014	1015	trial	3	40	7	yes	p64_control	right	p64_control_right	control	1	1216	181	TRUE	train	FALSE	right
