set_id	task_n	resp_1_n	fast_300	slow_3000	sd_1.5	correct_n.yes	correct_mean.yes	correct_sd.yes	penalty.yes	adjusted_mean.yes	correct_n.no	correct_mean.no	correct_sd.no	penalty.no	adjusted_mean.no	inclusive_sd	dscore	Timestamp	UserID	username	Session	participationID	trainingNr	taskType	taskName	userID	userAgent	run_from	run_to	lotus_says	event_count	sequence_report
2	328	307	0	0	7	62	536.096774193548	104.629668499939	745.356111193427	548.779158254147	239	499.861924686192	88.6309135589656	677.123751804124	510.330142823078	100.513790707076	-0.382524777551367	2014-01-27 14:51:16	4809	Leone_test_2	14-Training-AAT-VPT-2	4809_14-Training-AAT-VPT-2	14	training	vpt	4809	Mozilla\/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko\/20100101 Firefox\/26.0	621789	621901	task_done	1034	
