set_id	Timestamp	UserID	username	Session	participationID	trainingNr	taskType	taskName	userID	userAgent	run_from	run_to	lotus_says	event_count	sequence_report	task_n	resp_1_n	outlier_fast_n	outlier_slow_n	outlier_sd_n	correct_n.yes	correct_mean.yes	correct_sd.yes	penalty.yes	adjusted_mean.yes	correct_n.no	correct_mean.no	correct_sd.no	penalty.no	adjusted_mean.no	inclusive_sd	score
1	2014-01-23 10:27:09	4809	Leone_test_2	14-Training-AAT-VPT-2	4809_14-Training-AAT-VPT-2	14	training	vpt	4809	Mozilla\/5.0 (Windows NT 5.1) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/32.0.1700.76 Safari\/537.36	614510	621789	task_start	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	2014-01-27 14:51:16	4809	Leone_test_2	14-Training-AAT-VPT-2	4809_14-Training-AAT-VPT-2	14	training	vpt	4809	Mozilla\/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko\/20100101 Firefox\/26.0	621789	621901	task_done	1034	NA	128	121	0	0	4	58	534.327586206897	107.531209330298	749.390004867492	548.202580959193	59	540.203389830509	108.307158941439	756.817707713386	547.305498613554	114.638318783999	-0.00782532712582527
