from_seq	to_seq	event	block	trial	patt	reps	phor	stim	keep	thor	image	pdir	response	rt	set_id	type	placebo
511	512	trial	2	26	no	0	right	p19	no	left	p19_left	up	1	663	169	train	TRUE
514	515	trial	2	27	yes	0	left	a19	yes	left	a19_left	up	1	624	169	train	TRUE
517	518	trial	2	28	yes	1	left	p19	yes	left	p19_left	up	1	554	169	train	TRUE
520	521	trial	2	29	yes	0	right	p53	yes	right	p53_right	up	1	408	169	train	TRUE
523	524	trial	2	30	no	1	left	a73	yes	right	a73_right	up	1	380	169	train	TRUE
526	527	trial	2	31	no	1	right	p53	no	left	p53_left	up	1	439	169	train	TRUE
529	530	trial	2	32	yes	1	left	p70	no	left	p70_left	down	1	798	169	train	TRUE
532	533	trial	2	33	yes	1	right	a49	yes	right	a49_right	down	1	512	169	train	TRUE
535	536	trial	2	34	no	0	left	a73	yes	right	a73_right	down	1	671	169	train	TRUE
538	539	trial	2	35	no	0	right	a43	yes	left	a43_left	down	1	471	169	train	TRUE
541	542	trial	2	36	yes	1	right	p53	no	right	p53_right	up	1	490	169	train	TRUE
544	545	trial	2	37	no	1	left	p53	no	right	p53_right	down	2	537	169	train	TRUE
548	549	trial	2	38	no	0	right	p28	no	left	p28_left	up	2	1102	169	train	TRUE
552	553	trial	2	39	yes	1	right	a64	no	right	a64_right	up	1	693	169	train	TRUE
555	556	trial	2	40	no	0	left	p19	no	right	p19_right	up	1	602	169	train	TRUE
558	559	trial	2	41	yes	1	left	p59	yes	left	p59_left	down	1	602	169	train	TRUE
561	562	trial	2	42	yes	1	left	p59	no	left	p59_left	up	1	679	169	train	TRUE
564	565	trial	2	43	no	1	left	a19	yes	right	a19_right	down	1	517	169	train	TRUE
567	568	trial	2	44	no	0	right	a49	no	left	a49_left	up	1	718	169	train	TRUE
570	571	trial	2	45	yes	1	left	a43	yes	left	a43_left	up	1	816	169	train	TRUE
573	574	trial	2	46	yes	0	right	p59	yes	right	p59_right	up	1	665	169	train	TRUE
576	577	trial	2	47	no	0	right	p70	yes	left	p70_left	down	1	451	169	train	TRUE
579	580	trial	2	48	yes	0	left	a49	yes	left	a49_left	up	1	464	169	train	TRUE
582	583	trial	2	49	no	1	left	p70	yes	right	p70_right	up	1	501	169	train	TRUE
585	586	trial	2	50	no	1	right	a49	no	left	a49_left	up	1	645	169	train	TRUE
588	589	trial	2	51	no	0	left	p17	yes	right	p17_right	down	1	433	169	train	TRUE
591	592	trial	2	52	no	1	left	a43	no	right	a43_right	down	1	479	169	train	TRUE
594	595	trial	2	53	yes	1	right	p59	no	right	p59_right	up	1	390	169	train	TRUE
597	598	trial	2	54	no	1	right	a73	no	left	a73_left	down	1	747	169	train	TRUE
600	601	trial	2	55	yes	0	right	a49	yes	right	a49_right	up	1	380	169	train	TRUE
603	604	trial	2	56	no	0	left	a19	no	right	a19_right	down	1	733	169	train	TRUE
606	607	trial	2	57	no	1	right	a19	yes	left	a19_left	up	1	353	169	train	TRUE
609	610	trial	2	58	no	1	left	p17	no	right	p17_right	down	1	541	169	train	TRUE
612	613	trial	2	59	yes	1	left	p19	no	left	p19_left	up	1	689	169	train	TRUE
615	616	trial	2	60	no	1	left	a19	no	right	a19_right	down	1	737	169	train	TRUE
618	619	trial	2	61	no	0	left	p53	no	right	p53_right	up	1	501	169	train	TRUE
621	622	trial	2	62	no	1	right	a49	yes	left	a49_left	up	1	559	169	train	TRUE
624	625	trial	2	63	no	1	right	p70	no	left	p70_left	down	1	697	169	train	TRUE
627	628	trial	2	64	no	1	right	p17	no	left	p17_left	down	1	557	169	train	TRUE
630	631	trial	2	65	yes	0	left	a19	no	left	a19_left	down	1	996	169	train	TRUE
633	634	trial	2	66	yes	1	right	p28	no	right	p28_right	up	1	415	169	train	TRUE
636	637	trial	2	67	no	0	left	a43	yes	right	a43_right	up	1	1460	169	train	TRUE
639	640	trial	2	68	no	1	right	a19	no	left	a19_left	up	2	594	169	train	TRUE
643	644	trial	2	69	no	1	right	a43	yes	left	a43_left	down	1	649	169	train	TRUE
646	647	trial	2	70	no	0	left	a64	yes	right	a64_right	up	1	724	169	train	TRUE
649	650	trial	2	71	yes	1	left	p70	yes	left	p70_left	down	1	561	169	train	TRUE
652	653	trial	2	72	no	1	right	a64	yes	left	a64_left	up	1	586	169	train	TRUE
655	656	trial	2	73	yes	0	left	a64	no	left	a64_left	up	1	467	169	train	TRUE
658	659	trial	2	74	yes	0	left	p59	yes	left	p59_left	down	1	531	169	train	TRUE
661	662	trial	2	75	no	0	right	p70	no	left	p70_left	up	1	528	169	train	TRUE
664	665	trial	2	76	yes	1	right	p19	yes	right	p19_right	down	1	484	169	train	TRUE
667	668	trial	2	77	no	0	right	a19	no	left	a19_left	up	1	443	169	train	TRUE
670	671	trial	2	78	yes	0	right	a19	no	right	a19_right	down	1	557	169	train	TRUE
673	674	trial	2	79	yes	1	right	p70	yes	right	p70_right	up	1	633	169	train	TRUE
676	677	trial	2	80	yes	0	right	a37	yes	right	a37_right	down	1	484	169	train	TRUE
679	680	trial	2	81	no	0	right	p53	yes	left	p53_left	down	1	408	169	train	TRUE
682	683	trial	2	82	yes	1	right	p19	no	right	p19_right	up	1	574	169	train	TRUE
685	686	trial	2	83	no	1	right	p59	no	left	p59_left	up	1	474	169	train	TRUE
688	689	trial	2	84	yes	1	right	p59	yes	right	p59_right	up	1	489	169	train	TRUE
691	692	trial	2	85	no	0	right	p53	no	left	p53_left	up	1	575	169	train	TRUE
694	695	trial	2	86	yes	1	right	p70	no	right	p70_right	up	1	872	169	train	TRUE
697	698	trial	2	87	no	1	left	p28	yes	right	p28_right	up	1	798	169	train	TRUE
700	701	trial	2	88	yes	0	left	a73	no	left	a73_left	up	1	500	169	train	TRUE
703	704	trial	2	89	no	0	left	p28	yes	right	p28_right	down	1	636	169	train	TRUE
706	707	trial	2	90	no	0	left	p70	yes	right	p70_right	down	1	708	169	train	TRUE
709	710	trial	2	91	yes	0	left	p28	yes	left	p28_left	down	1	774	169	train	TRUE
712	713	trial	2	92	no	1	right	a73	yes	left	a73_left	down	1	500	169	train	TRUE
715	716	trial	2	93	no	0	right	p19	yes	left	p19_left	up	1	562	169	train	TRUE
718	719	trial	2	94	yes	0	right	p17	no	right	p17_right	up	1	700	169	train	TRUE
721	722	trial	2	95	no	1	right	a43	no	left	a43_left	up	1	603	169	train	TRUE
728	729	trial	3	0	yes	1	left	p17	yes	left	p17_left	up	1	550	169	train	TRUE
731	732	trial	3	1	yes	0	right	p70	yes	right	p70_right	down	1	787	169	train	TRUE
734	735	trial	3	2	yes	0	right	p28	yes	right	p28_right	down	1	397	169	train	TRUE
737	738	trial	3	3	no	0	right	a73	no	left	a73_left	up	1	426	169	train	TRUE
740	741	trial	3	4	yes	1	left	a73	yes	left	a73_left	up	1	649	169	train	TRUE
743	744	trial	3	5	yes	0	right	p53	no	right	p53_right	up	1	451	169	train	TRUE
746	747	trial	3	6	yes	1	right	p53	yes	right	p53_right	down	1	1123	169	train	TRUE
749	750	trial	3	7	no	0	left	a37	no	right	a37_right	down	1	563	169	train	TRUE
752	753	trial	3	8	yes	0	right	p28	no	right	p28_right	down	1	458	169	train	TRUE
755	756	trial	3	9	yes	0	left	a37	no	left	a37_left	down	1	546	169	train	TRUE
758	759	trial	3	10	yes	0	left	p19	no	left	p19_left	down	1	889	169	train	TRUE
761	762	trial	3	11	no	1	right	p53	yes	left	p53_left	up	1	368	169	train	TRUE
764	765	trial	3	12	yes	0	right	a64	yes	right	a64_right	up	1	480	169	train	TRUE
767	768	trial	3	13	no	1	left	p19	yes	right	p19_right	up	1	584	169	train	TRUE
770	771	trial	3	14	no	1	right	p28	no	left	p28_left	down	1	685	169	train	TRUE
773	774	trial	3	15	yes	0	left	p70	no	left	p70_left	up	1	630	169	train	TRUE
776	777	trial	3	16	yes	0	left	a64	yes	left	a64_left	down	1	486	169	train	TRUE
779	780	trial	3	17	yes	1	left	p28	yes	left	p28_left	down	1	455	169	train	TRUE
782	783	trial	3	18	no	0	right	p17	yes	left	p17_left	up	1	665	169	train	TRUE
785	786	trial	3	19	no	1	left	p59	no	right	p59_right	up	1	674	169	train	TRUE
788	789	trial	3	20	no	1	right	a64	no	left	a64_left	up	1	411	169	train	TRUE
791	792	trial	3	21	yes	0	left	p28	no	left	p28_left	up	1	713	169	train	TRUE
794	795	trial	3	22	no	0	left	p19	yes	right	p19_right	down	1	476	169	train	TRUE
797	798	trial	3	23	yes	1	right	a37	no	right	a37_right	down	1	558	169	train	TRUE
800	801	trial	3	24	yes	0	left	p17	no	left	p17_left	down	1	657	169	train	TRUE
803	804	trial	3	25	no	1	right	p28	yes	left	p28_left	down	1	773	169	train	TRUE
806	807	trial	3	26	no	0	left	p59	yes	right	p59_right	up	1	683	169	train	TRUE
809	810	trial	3	27	yes	0	left	a37	yes	left	a37_left	down	1	702	169	train	TRUE
812	813	trial	3	28	yes	1	right	p17	yes	right	p17_right	down	1	478	169	train	TRUE
815	816	trial	3	29	no	0	right	a19	yes	left	a19_left	up	1	554	169	train	TRUE
818	819	trial	3	30	no	1	left	p53	yes	right	p53_right	down	2	558	169	train	TRUE
822	823	trial	3	31	no	0	right	a37	no	left	a37_left	up	1	433	169	train	TRUE
825	826	trial	3	32	no	1	right	p17	yes	left	p17_left	down	1	436	169	train	TRUE
828	829	trial	3	33	yes	0	right	a43	no	right	a43_right	up	1	462	169	train	TRUE
831	832	trial	3	34	no	1	left	a37	yes	right	a37_right	up	1	566	169	train	TRUE
834	835	trial	3	35	yes	1	left	a19	no	left	a19_left	up	1	802	169	train	TRUE
837	838	trial	3	36	yes	0	right	a19	yes	right	a19_right	down	1	454	169	train	TRUE
840	841	trial	3	37	yes	1	left	p53	no	left	p53_left	down	1	661	169	train	TRUE
843	844	trial	3	38	no	1	left	p70	no	right	p70_right	down	1	756	169	train	TRUE
846	847	trial	3	39	yes	1	left	p17	no	left	p17_left	down	1	705	169	train	TRUE
849	850	trial	3	40	yes	0	left	p59	no	left	p59_left	down	1	622	169	train	TRUE
852	853	trial	3	41	no	0	left	p53	yes	right	p53_right	down	1	496	169	train	TRUE
855	856	trial	3	42	no	0	right	a64	no	left	a64_left	down	1	489	169	train	TRUE
858	859	trial	3	43	no	1	right	a37	no	left	a37_left	down	1	435	169	train	TRUE
861	862	trial	3	44	no	0	left	a73	no	right	a73_right	down	1	515	169	train	TRUE
864	865	trial	3	45	no	0	left	a49	yes	right	a49_right	down	1	492	169	train	TRUE
867	868	trial	3	46	yes	1	right	a37	yes	right	a37_right	up	1	557	169	train	TRUE
870	871	trial	3	47	yes	1	right	a19	no	right	a19_right	up	1	720	169	train	TRUE
873	874	trial	3	48	no	1	left	p59	yes	right	p59_right	down	1	595	169	train	TRUE
876	877	trial	3	49	yes	0	left	a43	yes	left	a43_left	down	1	424	169	train	TRUE
879	880	trial	3	50	yes	0	right	a49	no	right	a49_right	down	1	387	169	train	TRUE
882	883	trial	3	51	no	1	left	a64	yes	right	a64_right	up	1	653	169	train	TRUE
885	886	trial	3	52	no	0	right	a43	no	left	a43_left	down	1	553	169	train	TRUE
888	889	trial	3	53	no	1	left	a49	yes	right	a49_right	up	1	770	169	train	TRUE
891	892	trial	3	54	no	0	left	a37	yes	right	a37_right	up	1	499	169	train	TRUE
894	895	trial	3	55	yes	1	left	a49	no	left	a49_left	down	1	552	169	train	TRUE
897	898	trial	3	56	yes	0	left	a73	yes	left	a73_left	down	1	585	169	train	TRUE
900	901	trial	3	57	yes	1	right	p17	no	right	p17_right	up	1	767	169	train	TRUE
903	904	trial	3	58	no	0	left	p70	no	right	p70_right	up	1	466	169	train	TRUE
906	907	trial	3	59	yes	1	right	a43	yes	right	a43_right	up	1	604	169	train	TRUE
909	910	trial	3	60	no	0	right	p28	yes	left	p28_left	down	1	578	169	train	TRUE
912	913	trial	3	61	no	1	right	a37	yes	left	a37_left	down	1	472	169	train	TRUE
915	916	trial	3	62	yes	1	left	a49	yes	left	a49_left	up	1	681	169	train	TRUE
918	919	trial	3	63	yes	1	left	p28	no	left	p28_left	down	1	581	169	train	TRUE
921	922	trial	3	64	no	0	left	p17	no	right	p17_right	up	1	544	169	train	TRUE
924	925	trial	3	65	no	0	left	p28	no	right	p28_right	down	1	564	169	train	TRUE
927	928	trial	3	66	no	1	right	p70	yes	left	p70_left	down	1	686	169	train	TRUE
930	931	trial	3	67	yes	0	right	p19	no	right	p19_right	up	1	580	169	train	TRUE
933	934	trial	3	68	yes	1	right	a73	yes	right	a73_right	up	1	438	169	train	TRUE
936	937	trial	3	69	no	0	right	a64	yes	left	a64_left	down	1	487	169	train	TRUE
939	940	trial	3	70	yes	1	left	a43	no	left	a43_left	up	1	634	169	train	TRUE
942	943	trial	3	71	no	1	right	p59	yes	left	p59_left	down	1	451	169	train	TRUE
945	946	trial	3	72	yes	1	right	a19	yes	right	a19_right	down	1	767	169	train	TRUE
948	949	trial	3	73	yes	1	right	p28	yes	right	p28_right	up	1	433	169	train	TRUE
951	952	trial	3	74	yes	1	right	a73	no	right	a73_right	down	1	585	169	train	TRUE
954	955	trial	3	75	yes	1	left	a64	yes	left	a64_left	down	1	527	169	train	TRUE
957	958	trial	3	76	no	1	left	p28	no	right	p28_right	up	1	480	169	train	TRUE
960	961	trial	3	77	no	0	right	a37	yes	left	a37_left	up	1	477	169	train	TRUE
963	964	trial	3	78	no	1	right	p19	no	left	p19_left	up	1	496	169	train	TRUE
966	967	trial	3	79	no	0	left	a64	no	right	a64_right	down	1	776	169	train	TRUE
969	970	trial	3	80	no	0	right	p59	yes	left	p59_left	up	1	374	169	train	TRUE
972	973	trial	3	81	yes	1	right	a49	no	right	a49_right	down	1	654	169	train	TRUE
975	976	trial	3	82	no	1	left	a73	no	right	a73_right	down	1	1260	169	train	TRUE
978	979	trial	3	83	no	1	left	a49	no	right	a49_right	down	1	710	169	train	TRUE
981	982	trial	3	84	no	1	right	p19	yes	left	p19_left	down	1	605	169	train	TRUE
984	985	trial	3	85	no	0	left	a43	no	right	a43_right	down	1	514	169	train	TRUE
987	988	trial	3	86	yes	0	right	p19	yes	right	p19_right	up	1	503	169	train	TRUE
990	991	trial	3	87	no	0	left	a19	yes	right	a19_right	up	1	736	169	train	TRUE
993	994	trial	3	88	no	0	right	p17	no	left	p17_left	down	1	499	169	train	TRUE
996	997	trial	3	89	no	1	left	p19	no	right	p19_right	up	1	573	169	train	TRUE
999	1000	trial	3	90	yes	0	right	p17	yes	right	p17_right	up	1	441	169	train	TRUE
1002	1003	trial	3	91	yes	1	left	p53	yes	left	p53_left	up	1	555	169	train	TRUE
1005	1006	trial	3	92	yes	0	right	a37	no	right	a37_right	down	1	485	169	train	TRUE
1008	1009	trial	3	93	no	0	right	a73	yes	left	a73_left	up	1	817	169	train	TRUE
1011	1012	trial	3	94	yes	1	left	a37	no	left	a37_left	up	1	499	169	train	TRUE
1014	1015	trial	3	95	yes	0	left	a49	no	left	a49_left	up	1	527	169	train	TRUE
16	17	trial	0	0	yes	0	right	practice	yes	right	practice_right	down	1	740	170	practice	TRUE
19	20	trial	0	1	no	0	right	practice	no	left	practice_left	up	1	520	170	practice	TRUE
22	23	trial	0	2	yes	0	left	practice	no	left	practice_left	up	1	725	170	practice	TRUE
25	26	trial	0	3	no	0	right	practice	yes	left	practice_left	up	1	496	170	practice	TRUE
28	29	trial	0	4	no	0	left	practice	no	right	practice_right	down	1	648	170	practice	TRUE
31	32	trial	0	5	no	0	left	practice	yes	right	practice_right	up	1	510	170	practice	TRUE
34	35	trial	0	6	yes	0	left	practice	yes	left	practice_left	down	1	548	170	practice	TRUE
37	38	trial	0	7	yes	0	right	practice	no	right	practice_right	down	1	540	170	practice	TRUE
44	45	trial	1	0	yes	0	right	a56	no	right	a56_right	up	1	549	170	assess	TRUE
47	48	trial	1	1	no	1	right	p41	yes	left	p41_left	down	1	659	170	assess	TRUE
50	51	trial	1	2	yes	0	right	a54	yes	right	a54_right	down	1	673	170	assess	TRUE
53	54	trial	1	3	yes	1	left	a56	yes	left	a56_left	down	1	541	170	assess	TRUE
56	57	trial	1	4	no	1	left	p10	no	right	p10_right	up	1	605	170	assess	TRUE
59	60	trial	1	5	no	0	left	p10	no	right	p10_right	down	1	646	170	assess	TRUE
62	63	trial	1	6	yes	0	right	a39	yes	right	a39_right	down	1	460	170	assess	TRUE
65	66	trial	1	7	no	0	left	a56	no	right	a56_right	up	1	750	170	assess	TRUE
68	69	trial	1	8	no	0	left	a39	yes	right	a39_right	up	1	684	170	assess	TRUE
71	72	trial	1	9	yes	1	left	p44	no	left	p44_left	down	1	605	170	assess	TRUE
74	75	trial	1	10	no	0	left	p44	yes	right	p44_right	up	1	672	170	assess	TRUE
77	78	trial	1	11	yes	1	left	p44	yes	left	p44_left	up	1	758	170	assess	TRUE
80	81	trial	1	12	no	1	left	a54	yes	right	a54_right	up	1	870	170	assess	TRUE
83	84	trial	1	13	yes	1	right	p41	yes	right	p41_right	up	3	NA	170	assess	TRUE
87	88	trial	1	14	yes	1	left	a54	no	left	a54_left	up	1	767	170	assess	TRUE
90	91	trial	1	15	yes	1	left	a54	yes	left	a54_left	up	1	502	170	assess	TRUE
93	94	trial	1	16	yes	0	left	a54	no	left	a54_left	up	1	489	170	assess	TRUE
96	97	trial	1	17	no	0	left	a39	no	right	a39_right	up	1	667	170	assess	TRUE
99	100	trial	1	18	no	0	right	a63	no	left	a63_left	up	1	378	170	assess	TRUE
102	103	trial	1	19	yes	0	left	p41	no	left	p41_left	up	1	591	170	assess	TRUE
105	106	trial	1	20	yes	0	left	p10	no	left	p10_left	up	1	525	170	assess	TRUE
108	109	trial	1	21	yes	1	left	a63	yes	left	a63_left	up	1	423	170	assess	TRUE
111	112	trial	1	22	yes	1	left	a63	no	left	a63_left	up	1	534	170	assess	TRUE
114	115	trial	1	23	yes	0	right	a54	no	right	a54_right	down	1	550	170	assess	TRUE
117	118	trial	1	24	no	1	right	p10	yes	left	p10_left	up	1	562	170	assess	TRUE
120	121	trial	1	25	yes	0	left	p10	yes	left	p10_left	down	1	596	170	assess	TRUE
123	124	trial	1	26	no	1	right	a54	no	left	a54_left	down	1	606	170	assess	TRUE
126	127	trial	1	27	no	0	left	p25	yes	right	p25_right	up	1	591	170	assess	TRUE
129	130	trial	1	28	yes	0	right	p44	yes	right	p44_right	up	1	694	170	assess	TRUE
132	133	trial	1	29	no	0	left	a63	yes	right	a63_right	up	1	451	170	assess	TRUE
135	136	trial	1	30	no	0	right	p44	yes	left	p44_left	down	1	481	170	assess	TRUE
138	139	trial	1	31	no	1	right	a39	yes	left	a39_left	down	1	498	170	assess	TRUE
141	142	trial	1	32	no	0	left	a63	no	right	a63_right	down	1	572	170	assess	TRUE
144	145	trial	1	33	yes	1	right	p10	no	right	p10_right	down	1	457	170	assess	TRUE
147	148	trial	1	34	no	1	right	a56	yes	left	a56_left	down	1	574	170	assess	TRUE
150	151	trial	1	35	no	1	left	a63	yes	right	a63_right	down	1	534	170	assess	TRUE
153	154	trial	1	36	yes	1	right	p25	yes	right	p25_right	down	1	469	170	assess	TRUE
156	157	trial	1	37	no	0	right	p10	yes	left	p10_left	up	1	566	170	assess	TRUE
159	160	trial	1	38	no	0	right	p41	no	left	p41_left	up	1	460	170	assess	TRUE
162	163	trial	1	39	no	1	right	p25	no	left	p25_left	up	1	414	170	assess	TRUE
165	166	trial	1	40	yes	1	right	p44	no	right	p44_right	up	1	609	170	assess	TRUE
168	169	trial	1	41	no	1	left	p10	yes	right	p10_right	down	1	654	170	assess	TRUE
171	172	trial	1	42	no	0	right	p10	no	left	p10_left	up	1	508	170	assess	TRUE
174	175	trial	1	43	no	0	left	p41	yes	right	p41_right	up	1	905	170	assess	TRUE
177	178	trial	1	44	no	0	left	p41	no	right	p41_right	down	1	500	170	assess	TRUE
180	181	trial	1	45	yes	1	right	a63	yes	right	a63_right	down	1	765	170	assess	TRUE
183	184	trial	1	46	yes	0	left	p25	no	left	p25_left	down	1	543	170	assess	TRUE
186	187	trial	1	47	yes	0	right	p41	yes	right	p41_right	down	1	2154	170	assess	TRUE
189	190	trial	1	48	yes	1	left	p25	yes	left	p25_left	up	3	NA	170	assess	TRUE
193	194	trial	1	49	no	1	left	p41	no	right	p41_right	up	1	488	170	assess	TRUE
196	197	trial	1	50	yes	0	left	a63	no	left	a63_left	down	1	678	170	assess	TRUE
199	200	trial	1	51	no	0	right	p25	no	left	p25_left	down	1	698	170	assess	TRUE
202	203	trial	1	52	no	1	left	a56	yes	right	a56_right	down	1	538	170	assess	TRUE
205	206	trial	1	53	yes	0	left	a54	yes	left	a54_left	down	1	508	170	assess	TRUE
208	209	trial	1	54	no	0	right	a56	no	left	a56_left	down	1	532	170	assess	TRUE
211	212	trial	1	55	yes	0	left	a63	yes	left	a63_left	up	1	505	170	assess	TRUE
214	215	trial	1	56	no	1	right	a63	no	left	a63_left	down	2	652	170	assess	TRUE
218	219	trial	1	57	no	1	left	p44	no	right	p44_right	down	1	487	170	assess	TRUE
221	222	trial	1	58	no	0	left	a54	no	right	a54_right	down	1	577	170	assess	TRUE
224	225	trial	1	59	yes	0	right	a63	yes	right	a63_right	up	1	416	170	assess	TRUE
227	228	trial	1	60	yes	0	left	p25	yes	left	p25_left	down	1	690	170	assess	TRUE
230	231	trial	1	61	no	0	left	a56	yes	right	a56_right	down	1	410	170	assess	TRUE
233	234	trial	1	62	yes	1	right	a54	yes	right	a54_right	up	1	548	170	assess	TRUE
236	237	trial	1	63	no	0	right	p25	yes	left	p25_left	down	1	541	170	assess	TRUE
239	240	trial	1	64	no	1	left	a63	no	right	a63_right	up	1	701	170	assess	TRUE
242	243	trial	1	65	no	1	right	a54	yes	left	a54_left	down	1	439	170	assess	TRUE
245	246	trial	1	66	yes	0	right	a39	no	right	a39_right	up	2	2203	170	assess	TRUE
249	250	trial	1	67	no	1	left	a39	yes	right	a39_right	up	1	563	170	assess	TRUE
252	253	trial	1	68	yes	1	right	a39	no	right	a39_right	down	1	509	170	assess	TRUE
255	256	trial	1	69	yes	0	left	p44	yes	left	p44_left	up	1	831	170	assess	TRUE
258	259	trial	1	70	yes	0	right	p44	no	right	p44_right	down	1	506	170	assess	TRUE
261	262	trial	1	71	yes	0	right	p10	no	right	p10_right	up	1	446	170	assess	TRUE
264	265	trial	1	72	yes	1	left	a56	no	left	a56_left	up	1	685	170	assess	TRUE
267	268	trial	1	73	no	1	right	p41	no	left	p41_left	down	1	638	170	assess	TRUE
270	271	trial	1	74	yes	1	right	a54	no	right	a54_right	up	1	490	170	assess	TRUE
273	274	trial	1	75	yes	1	left	a39	yes	left	a39_left	down	1	546	170	assess	TRUE
276	277	trial	1	76	yes	0	right	p25	yes	right	p25_right	down	1	561	170	assess	TRUE
279	280	trial	1	77	no	1	left	a54	no	right	a54_right	up	1	625	170	assess	TRUE
282	283	trial	1	78	yes	1	left	p10	yes	left	p10_left	down	1	581	170	assess	TRUE
285	286	trial	1	79	yes	0	left	p41	yes	left	p41_left	down	1	725	170	assess	TRUE
288	289	trial	1	80	yes	1	right	p10	yes	right	p10_right	up	1	527	170	assess	TRUE
291	292	trial	1	81	yes	0	left	a56	yes	left	a56_left	down	1	483	170	assess	TRUE
294	295	trial	1	82	no	0	right	a54	yes	left	a54_left	up	1	667	170	assess	TRUE
297	298	trial	1	83	no	0	right	p41	yes	left	p41_left	up	1	484	170	assess	TRUE
300	301	trial	1	84	yes	1	left	p10	no	left	p10_left	down	1	507	170	assess	TRUE
303	304	trial	1	85	yes	0	left	p44	no	left	p44_left	down	1	550	170	assess	TRUE
306	307	trial	1	86	yes	1	right	p44	yes	right	p44_right	down	1	495	170	assess	TRUE
309	310	trial	1	87	yes	1	right	p25	no	right	p25_right	down	1	548	170	assess	TRUE
312	313	trial	1	88	no	1	right	a39	no	left	a39_left	down	1	515	170	assess	TRUE
315	316	trial	1	89	no	1	left	p41	yes	right	p41_right	up	1	747	170	assess	TRUE
318	319	trial	1	90	no	1	left	a39	no	right	a39_right	up	1	690	170	assess	TRUE
321	322	trial	1	91	yes	1	left	p41	no	left	p41_left	up	1	482	170	assess	TRUE
324	325	trial	1	92	yes	0	left	a56	no	left	a56_left	down	1	558	170	assess	TRUE
327	328	trial	1	93	yes	0	left	a39	yes	left	a39_left	down	1	444	170	assess	TRUE
330	331	trial	1	94	yes	1	left	a39	no	left	a39_left	down	1	584	170	assess	TRUE
