block_type	cat	stim	trial_type	response	rt	id	modality	label	fb_response	fb_rt	fb_id	block	trial	attempt	time_start	time_fix	time_stimulus_show	time_response	time_extend_incorrect	time_log	sn	logger_sn	logger_time	participation_id	UserID	RunID	rel_time
train	control	liqun_a_3_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	122	0	430274.5	431286.14	431802.575	432801.49	NA	433800.595	NA	137	433800.68	6594322	115257	6594423	401648.98
train	control	nobrand_a_1_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	123	0	433801.9	434766.34	435382.635	436381.695	NA	437380.815	NA	138	437380.895	6594322	115257	6594424	405229.195
train	control	zhonghua_p_8_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	124	0	437382.515	437947.08	438896.2	439895.255	NA	440894.455	NA	139	440894.535	6594322	115257	6594425	408742.835
train	test	nanjing_p_3_test	go	1	811.585	32	keydown	go_down	NA	NA	NA	1	125	0	440895.64	441843.615	442592.895	443421.14	NA	443461.795	NA	140	443461.89	6594322	115257	6594426	411310.19
train	control	zhonghua_p_8_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	126	0	443463.04	444224.845	445207.355	446206.485	NA	447205.52	NA	141	447205.61	6594322	115257	6594427	415053.91
train	test	nanjing_a_2_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	127	0	447206.775	448187.905	448737.555	449736.725	NA	450735.815	NA	142	450735.89	6594322	115257	6594427	418584.19
train	test	zhonghua_p_8_test	go	1	572.825	32	keydown	go_down	NA	NA	NA	1	128	0	450737.09	451301.92	452167.95	452757.425	NA	452830.125	NA	143	452830.2	6594322	115257	6594428	420678.5
train	control	nanjing_a_2_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	129	0	452831.395	453483.445	454132.935	455131.955	NA	456131.15	NA	144	456131.255	6594322	115257	6594429	423979.555
train	control	liqun_a_3_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	130	0	456132.385	456664.02	457479.9	458479.115	NA	459478.17	NA	145	459478.25	6594322	115257	6594430	427326.55
train	control	nanjing_a_2_control	go	1	512.74	32	keydown	go_down	NA	NA	NA	1	131	0	459479.775	460044.29	460727.15	461256.535	NA	461328.605	NA	146	461328.67	6594322	115257	6594430	429176.97
train	test	nobrand_p_8_test	go	1	843.81	32	keydown	go_down	NA	NA	NA	1	132	0	461329.79	462059.275	462708.36	463568.82	NA	463631.21	NA	147	463631.28	6594322	115257	6594431	431479.58
train	test	nobrand_p_8_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	133	0	463632.415	464207.415	464973.43	465972.58	NA	466971.6	NA	148	466971.69	6594322	115257	6594431	434819.99
train	control	zhonghua_a_5_control	go	1	470.85	32	keydown	go_down	NA	NA	NA	1	134	0	466972.815	467620.965	468170.665	468658.145	NA	468719.915	NA	149	468719.99	6594322	115257	6594432	436568.29
train	control	nobrand_a_1_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	135	0	468721.68	469452.805	470002.52	471001.465	NA	472000.56	NA	150	472000.64	6594322	115257	6594433	439848.94
train	test	hongshuangxi_p_2_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	136	0	472001.8	472883.07	473848.855	474848.14	NA	475847.27	NA	151	475847.35	6594322	115257	6594434	443695.65
train	control	zhonghua_a_5_control	go	1	593.525	32	keydown	go_down	NA	NA	NA	1	137	0	475848.58	476646.565	477379.205	477989.355	NA	478070.11	NA	152	478070.18	6594322	115257	6594434	445918.48
train	test	liqun_a_3_test	go	1	523.41	32	keydown	go_down	NA	NA	NA	1	138	0	478071.34	478594.87	479560.69	480101.275	NA	480173.975	NA	153	480174.04	6594322	115257	6594435	448022.34
train	control	nobrand_a_1_control	go	1	640.46	32	keydown	go_down	NA	NA	NA	1	139	0	480175.61	481026.045	481592.05	482249.125	NA	482321.74	NA	154	482321.805	6594322	115257	6594435	450170.105
train	test	zhonghua_p_8_test	go	1	535.64	32	keydown	go_down	NA	NA	NA	1	140	0	482322.9	483274.05	483923.8	484476.115	NA	484551.195	NA	155	484551.265	6594322	115257	6594436	452399.565
train	control	liqun_a_3_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	141	0	484552.4	485405.545	485921.28	486920.95	NA	487919.955	NA	156	487920.045	6594322	115257	6594437	455768.345
train	test	zhonghua_p_8_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	142	0	487921.2	488702.55	489418.76	490417.845	NA	491416.91	NA	157	491416.995	6594322	115257	6594438	459265.295
train	control	zhonghua_p_8_control	go	1	593.855	32	keydown	go_down	NA	NA	NA	1	143	0	491418.13	492316.035	493032.28	493642.775	NA	493715.245	NA	158	493715.31	6594322	115257	6594438	461563.61
train	control	zhonghua_p_8_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	144	0	493716.455	494314.435	494880.76	495879.725	NA	496878.845	NA	159	496878.925	6594322	115257	6594439	464727.225
train	control	zhonghua_p_8_control	go	1	554.145	32	keydown	go_down	NA	NA	NA	1	145	0	496880.065	497761.3	498593.995	499165.13	NA	499239.43	NA	160	499239.5	6594322	115257	6594440	467087.8
train	test	nanjing_p_3_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	146	0	499240.66	500142.66	500675.535	501674.71	NA	502673.83	NA	161	502673.92	6594322	115257	6594440	470522.22
train	control	hongshuangxi_p_9_control	nogo	2	654.23	32	keydown	go_down	NA	NA	NA	1	147	0	502675.13	503423.175	504089.24	504760.145	NA	505771.14	NA	162	505771.225	6594322	115257	6594441	473619.525
train	control	hongshuangxi_p_9_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	147	1	505771.225	506420.46	507353.025	508352.215	NA	509351.285	NA	163	509351.365	6594322	115257	6594442	477199.665
train	test	nobrand_a_1_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	148	0	509352.565	510233.8	511166.345	512165.5	NA	513164.625	NA	164	513164.7	6594322	115257	6594443	481013
train	test	nobrand_a_1_test	go	1	616.805	32	keydown	go_down	NA	NA	NA	1	149	0	513165.835	514013.79	514963	515596.495	NA	515660.93	NA	165	515661.005	6594322	115257	6594444	483509.305
train	control	nanjing_p_3_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	150	0	515662.175	516311.935	517294.345	518293.485	NA	519292.615	NA	166	519292.69	6594322	115257	6594445	487140.99
train	test	liqun_a_3_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	151	0	519293.865	520225.06	521007.76	522007.025	NA	523005.99	NA	167	523006.075	6594322	115257	6594445	490854.375
train	control	nobrand_p_8_control	go	1	494.245	32	keydown	go_down	NA	NA	NA	1	152	0	523007.22	523638.73	524388.155	524899.065	NA	524982.835	NA	168	524982.905	6594322	115257	6594446	492831.205
train	control	liqun_a_3_control	go	1	592.245	32	keydown	go_down	NA	NA	NA	1	153	0	524984.03	525903.56	526802.45	527411.33	NA	527491.55	NA	169	527491.615	6594322	115257	6594447	495339.915
train	test	liqun_a_3_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	154	0	527492.83	528368.035	528867.645	529866.69	NA	530865.85	NA	170	530865.925	6594322	115257	6594447	498714.225
train	test	zhonghua_a_5_test	go	1	453.355	32	keydown	go_down	NA	NA	NA	1	155	0	530867.13	531798.29	532647.585	533117.615	NA	533199.265	NA	171	533199.335	6594322	115257	6594448	501047.635
train	test	nobrand_p_8_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	156	0	533200.465	533963.2	534878.54	535878.165	NA	536877.31	NA	172	536877.39	6594322	115257	6594449	504725.69
train	control	liqun_a_3_control	go	1	419.935	32	keydown	go_down	NA	NA	NA	1	157	0	536878.485	537393.525	538292.685	538729.29	NA	538809.025	NA	173	538809.09	6594322	115257	6594449	506657.39
train	test	hongshuangxi_p_2_test	go	1	524.855	32	keydown	go_down	NA	NA	NA	1	158	0	538810.26	539641.48	540490.85	541032.34	NA	541096.65	NA	174	541096.72	6594322	115257	6594450	508945.02
train	control	nanjing_p_3_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	159	0	541097.945	541922.84	542905.46	543904.465	NA	544903.59	NA	175	544903.67	6594322	115257	6594451	512751.97
train	test	hongshuangxi_p_2_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	160	0	544904.795	545652.875	546368.985	547368.09	NA	548367.325	NA	176	548367.4	6594322	115257	6594452	516215.7
train	test	nobrand_a_1_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	161	0	548368.68	549266.555	549965.755	550965.005	NA	551964.05	NA	177	551964.14	6594322	115257	6594453	519812.44
train	test	nobrand_p_8_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	162	0	551965.345	552596.835	553129.75	554128.875	NA	555128.035	NA	178	555128.115	6594322	115257	6594454	522976.415
train	control	hongshuangxi_p_9_control	go	1	618.12	32	keydown	go_down	NA	NA	NA	1	163	0	555129.23	555727.505	556610.085	557244.85	NA	557347.81	NA	179	557347.875	6594322	115257	6594454	525196.175
train	control	nanjing_a_5_control	go	2	null	NA	NA	NA	NA	NA	NA	1	164	0	557349.01	558258.605	558941.345	559940.43	NA	560956.3	NA	180	560956.375	6594322	115257	6594455	528804.675
train	control	nanjing_a_5_control	go	1	284.365	32	keydown	go_down	NA	NA	NA	1	164	1	560956.375	561905.365	562704.69	563005.72	NA	563080.67	NA	181	563080.735	6594322	115257	6594456	530929.035
train	test	nanjing_p_3_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	165	0	563081.915	563653.925	564619.295	565618.92	NA	566617.955	NA	182	566618.035	6594322	115257	6594456	534466.335
train	control	nanjing_a_5_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	166	0	566619.16	567300.645	567866.885	568865.995	NA	569865.175	NA	183	569865.255	6594322	115257	6594457	537713.555
train	control	hongshuangxi_p_9_control	go	1	494.02	32	keydown	go_down	NA	NA	NA	1	167	0	569866.405	570498.22	571380.46	571891.525	NA	571963.805	NA	184	571963.87	6594322	115257	6594458	539812.17
train	test	zhonghua_p_8_test	go	1	591.28	32	keydown	go_down	NA	NA	NA	1	168	0	571965.005	572596.11	573428.565	574036.755	NA	574121.08	NA	185	574121.155	6594322	115257	6594458	541969.455
train	control	nanjing_a_2_control	go	1	471.165	32	keydown	go_down	NA	NA	NA	1	169	0	574122.275	575077.275	575593.45	576081.73	NA	576163.14	NA	186	576163.205	6594322	115257	6594459	544011.505
train	control	zhonghua_a_5_control	go	1	475.535	32	keydown	go_down	NA	NA	NA	1	170	0	576164.36	576809.115	577408.59	577900.775	NA	577977.06	NA	187	577977.13	6594322	115257	6594459	545825.43
train	control	nobrand_a_1_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	171	0	577978.29	578724.275	579556.8	580555.76	NA	581554.96	NA	188	581555.055	6594322	115257	6594460	549403.355
train	test	liqun_a_3_test	go	1	456.75	32	keydown	go_down	NA	NA	NA	1	172	0	581556.2	582271.005	582787.21	583261	NA	583318.515	NA	189	583318.595	6594322	115257	6594461	551166.895
train	control	nobrand_p_8_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	173	0	583319.805	584152.635	584719.075	585717.96	NA	586717.055	NA	190	586717.135	6594322	115257	6594461	554565.435
train	control	nobrand_p_8_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	174	0	586718.265	587716.125	588582.175	589581.255	NA	590580.32	NA	191	590580.41	6594322	115257	6594462	558428.71
train	control	liqun_a_3_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	175	0	590581.57	591146.435	591762.665	592761.855	NA	593760.88	NA	192	593760.97	6594322	115257	6594463	561609.27
train	test	nanjing_p_3_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	176	0	593762.12	594410.225	595126.46	596125.525	NA	597125.02	NA	193	597125.1	6594322	115257	6594464	564973.4
train	control	nanjing_p_3_control	go	1	501.295	32	keydown	go_down	NA	NA	NA	1	177	0	597126.325	597973.955	598689.95	599207.93	NA	599279.525	NA	194	599279.61	6594322	115257	6594465	567127.91
train	test	zhonghua_p_8_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	178	0	599281.005	600038.775	600654.92	601654.08	NA	602653.155	NA	195	602653.23	6594322	115257	6594465	570501.53
train	test	nanjing_p_3_test	go	1	508.135	32	keydown	go_down	NA	NA	NA	1	179	0	602654.4	603169.33	604135.25	604660.195	NA	604740.485	NA	196	604740.55	6594322	115257	6594466	572588.85
practice	practice	practice	go	1	462.155	32	keydown	go_down	NA	NA	NA	0	0	0	73128.065	74066.75	74849.32	75329.26	NA	75362.285	NA	0	75362.59	6594614	115257	6594616	0
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	1	0	75364.225	75981.585	76631.355	77630.175	NA	78629.23	NA	1	78629.385	6594614	115257	6594617	3266.795
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	2	0	78631.795	79228.645	79745.215	80744.02	NA	81743.185	NA	2	81743.27	6594614	115257	6594618	6380.68000000001
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	3	0	81745.535	82409.165	83175.285	84174.41	NA	85173.495	NA	3	85173.58	6594614	115257	6594619	9810.99000000001
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	4	0	85174.76	85939.435	86822.065	87821.175	NA	88820.29	NA	4	88820.375	6594614	115257	6594620	13457.785
practice	practice	practice	go	1	366.18	32	keydown	go_down	NA	NA	NA	0	5	0	88821.575	89486.505	90269.025	90651.895	NA	90700.85	NA	5	90700.97	6594614	115257	6594620	15338.38
practice	practice	practice	go	1	404.825	32	keydown	go_down	NA	NA	NA	0	6	0	90702.45	91601.26	92333.945	92755.675	NA	92797.165	NA	6	92797.24	6594614	115257	6594621	17434.65
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	7	0	92799.025	93516.22	94248.335	95248.075	NA	96247.13	NA	7	96247.235	6594614	115257	6594622	20884.645
practice	practice	practice	go	1	396.8	32	keydown	go_down	NA	NA	NA	0	8	0	96248.45	97229.555	97945.655	98359.155	NA	98402.385	NA	8	98402.46	6594614	115257	6594622	23039.87
practice	practice	practice	go	1	360.115	32	keydown	go_down	NA	NA	NA	0	9	0	98403.62	99144.605	99877.125	100253.895	NA	100307.185	NA	9	100307.265	6594614	115257	6594623	24944.675
train	control	yuxi_p_3_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	0	0	105118.275	105988.685	106588.125	107687.15	NA	108686.255	NA	10	108686.34	6594614	115257	6594625	33323.75
train	control	zhonghua_a_2_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	1	0	108687.575	109252.39	109768.715	110867.725	NA	111866.91	NA	11	111866.995	6594614	115257	6594625	36504.405
train	test	nanjing_p_4_test	go	2	null	NA	NA	NA	NA	NA	NA	1	2	0	111869.425	112632.955	113298.94	114414.57	NA	115513.765	NA	12	115513.86	6594614	115257	6594626	40151.27
train	test	nanjing_p_4_test	go	1	697.05	32	keydown	go_down	NA	NA	NA	1	2	1	115513.875	116329.575	116962.43	117676.15	NA	117739.635	NA	13	117739.715	6594614	115257	6594627	42377.125
train	control	nobrand_a_5_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	3	0	117740.94	118610.97	119127.175	120209.555	NA	121208.66	NA	14	121208.745	6594614	115257	6594628	45846.155
train	test	liqun_p_4_test	go	1	874.61	32	keydown	go_down	NA	NA	NA	1	4	0	121209.89	121874.695	122707.485	123707.34	NA	123778.215	NA	15	123778.285	6594614	115257	6594628	48415.695
train	test	nobrand_p_6_test	go	1	663.545	32	keydown	go_down	NA	NA	NA	1	5	0	123779.445	124655.725	125321.26	126085.23	NA	126129.005	NA	16	126129.08	6594614	115257	6594629	50766.49
train	test	nobrand_p_6_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	6	0	126130.3	126737.235	127253.585	128252.54	NA	129251.615	NA	17	129251.71	6594614	115257	6594630	53889.12
train	control	zhonghua_a_2_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	7	0	129253.42	130150.755	131116.755	132115.835	NA	133114.945	NA	18	133115.03	6594614	115257	6594631	57752.44
train	test	liqun_p_4_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	8	0	133116.27	133797.645	134380.535	135379.625	NA	136378.82	NA	19	136378.91	6594614	115257	6594632	61016.32
train	test	yuxi_a_4_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	9	0	136380.025	137161.495	137877.48	138976.565	NA	139975.61	NA	20	139975.695	6594614	115257	6594633	64613.105
train	control	yuxi_p_3_control	go	1	663.67	32	keydown	go_down	NA	NA	NA	1	10	0	139976.865	140674.96	141607.63	142287.92	NA	142348.5	NA	21	142348.59	6594614	115257	6594633	66986
train	test	nobrand_a_8_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	11	0	142349.805	142939.77	143672.005	144804.775	NA	145803.885	NA	22	145803.97	6594614	115257	6594634	70441.38
train	control	yuxi_a_4_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	12	0	145805.595	146336.715	147335.925	148434.85	NA	149434.025	NA	23	149434.11	6594614	115257	6594635	74071.52
train	test	liqun_p_4_test	go	1	889.915	32	keydown	go_down	NA	NA	NA	1	13	0	149435.34	149950.19	150549.765	151456.335	NA	151514.105	NA	24	151514.185	6594614	115257	6594635	76151.595
train	control	zhonghua_a_2_control	go	2	null	NA	NA	NA	NA	NA	NA	1	14	0	151515.375	152148.41	152764.01	153763.65	NA	154779.615	NA	25	154779.695	6594614	115257	6594636	79417.105
train	control	zhonghua_a_2_control	go	2	null	NA	NA	NA	NA	NA	NA	1	14	1	154779.705	155445.51	156411.27	157410.4	NA	158426.23	NA	26	158426.315	6594614	115257	6594637	83063.725
train	control	zhonghua_a_2_control	go	2	null	NA	NA	NA	NA	NA	NA	1	14	2	158426.32	158992.455	159908.315	161024.01	NA	162139.65	NA	27	162139.76	6594614	115257	6594638	86777.17
practice	practice	practice	nogo	2	477.99	32	keydown	go_down	NA	NA	NA	0	0	0	41566.865	42491.815	43091.32	43585.985	NA	44639.635	NA	0	44639.955	6594639	115257	6594641	0
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	0	1	44639.99	45288.675	46171.575	47170.65	NA	48169.78	NA	1	48169.915	6594639	115257	6594642	3529.96
practice	practice	practice	go	2	null	NA	NA	NA	NA	NA	NA	0	1	0	48171.79	49035.615	49751.785	50750.915	NA	51766.64	NA	2	51766.75	6594639	115257	6594643	7126.795
practice	practice	practice	go	1	314.5	32	keydown	go_down	NA	NA	NA	0	1	1	51766.76	52699.175	53381.915	53713.09	NA	53771.15	NA	3	53771.26	6594639	115257	6594643	9131.305
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	2	0	53774.07	54630.845	55412.93	56412.675	NA	57411.65	NA	4	57411.8	6594639	115257	6594644	12771.845
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	3	0	57413.2	57944.485	58843.88	59842.955	NA	60842.05	NA	5	60842.135	6594639	115257	6594645	16202.18
practice	practice	practice	go	1	369.065	32	keydown	go_down	NA	NA	NA	0	4	0	60843.355	61691.245	62423.975	62809.675	NA	62871.55	NA	6	62871.66	6594639	115257	6594646	18231.705
practice	practice	practice	go	1	413.57	32	keydown	go_down	NA	NA	NA	0	5	0	62872.945	63406.48	63989.655	64420.055	NA	64476.28	NA	7	64476.355	6594639	115257	6594646	19836.4
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	6	0	64477.535	65088.41	65870.545	66870.175	NA	67869.22	NA	8	67869.315	6594639	115257	6594647	23229.36
practice	practice	practice	go	1	394.27	32	keydown	go_down	NA	NA	NA	0	7	0	67871.115	68452.015	69317.955	69728.88	NA	69778.31	NA	9	69778.385	6594639	115257	6594647	25138.43
practice	practice	practice	go	1	370.705	32	keydown	go_down	NA	NA	NA	0	8	0	69779.675	70733.54	71599.325	71986.665	NA	72048.115	NA	10	72048.2	6594639	115257	6594648	27408.245
practice	practice	practice	nogo	1	null	NA	NA	NA	NA	NA	NA	0	9	0	72050.055	72764.97	73364.28	74363.605	NA	75362.74	NA	11	75362.825	6594639	115257	6594649	30722.87
train	test	nobrand_p_7_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	0	0	77555.77	78143.66	78759.78	79858.75	NA	80857.875	NA	12	80857.965	6594639	115257	6594650	36218.01
train	control	nobrand_a_8_control	go	1	591.975	32	keydown	go_down	NA	NA	NA	1	1	0	80859.49	81806.97	82423.245	83122.97	NA	83188.815	NA	13	83188.895	6594639	115257	6594651	38548.94
train	test	yuxi_p_3_test	go	1	860.865	32	keydown	go_down	NA	NA	NA	1	2	0	83191.34	84055.15	84571.155	85538.58	NA	85591.36	NA	14	85591.43	6594639	115257	6594651	40951.475
train	test	nanjing_p_4_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	3	0	85592.67	86453.05	87219.41	88318.04	NA	89317.175	NA	15	89317.27	6594639	115257	6594652	44677.315
train	control	zhonghua_a_2_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	4	0	89318.97	89999.855	90882.535	91981.485	NA	92980.615	NA	16	92980.78	6594639	115257	6594653	48340.825
train	control	nanjing_a_10_control	go	1	569.355	32	keydown	go_down	NA	NA	NA	1	5	0	92982.1	93779.865	94312.86	95007.49	NA	95086.89	NA	17	95086.975	6594639	115257	6594654	50447.02
train	control	yuxi_p_3_control	go	1	574.03	32	keydown	go_down	NA	NA	NA	1	6	0	95088.145	96028.015	96794.23	97473.535	NA	97534.75	NA	18	97534.83	6594639	115257	6594654	52894.875
train	test	nobrand_a_8_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	7	0	97536.965	98392.63	99191.775	100324.275	NA	101323.305	NA	19	101323.4	6594639	115257	6594655	56683.445
train	control	nanjing_a_10_control	go	1	525.86	32	keydown	go_down	NA	NA	NA	1	8	0	101324.695	102222.575	102738.85	103281.36	NA	103336.595	NA	20	103336.665	6594639	115257	6594656	58696.71
train	test	nobrand_p_7_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	9	0	103337.795	104004.395	104953.92	105952.605	NA	106951.835	NA	21	106951.925	6594639	115257	6594657	62311.97
train	control	zhonghua_a_2_control	go	1	553.79	32	keydown	go_down	NA	NA	NA	1	10	0	106953.16	107534.655	108400.5	108970.93	NA	109044.79	NA	22	109044.86	6594639	115257	6594657	64404.905
train	test	yuxi_p_3_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	11	0	109046.08	109815.955	110365.65	111364.57	NA	112363.69	NA	23	112363.785	6594639	115257	6594658	67723.83
train	control	zhonghua_a_2_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	12	0	112365.5	113312.8	114178.78	115177.985	NA	116177.005	NA	24	116177.105	6594639	115257	6594659	71537.15
train	test	yuxi_p_3_test	go	1	684.98	32	keydown	go_down	NA	NA	NA	1	13	0	116178.225	117109.465	117892.21	118593.82	NA	118647.315	NA	25	118647.395	6594639	115257	6594660	74007.44
train	test	zhonghua_a_2_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	14	0	118648.74	119607.595	120589.86	121705.535	NA	122704.665	NA	26	122704.75	6594639	115257	6594661	78064.795
train	test	nobrand_p_6_test	go	1	495.27	32	keydown	go_down	NA	NA	NA	1	15	0	122705.995	123537.2	124270.025	124884.155	NA	124933.345	NA	27	124933.42	6594639	115257	6594661	80293.465
train	test	yuxi_p_3_test	go	1	582.46	32	keydown	go_down	NA	NA	NA	1	16	0	124934.55	125935.265	126934.345	127533.675	NA	127603.425	NA	28	127603.51	6594639	115257	6594662	82963.555
train	control	yuxi_a_4_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	17	0	127605.47	128582.9	129449.005	130564.48	NA	131563.61	NA	29	131563.7	6594639	115257	6594663	86923.745
train	control	nobrand_p_7_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	18	0	131565.005	132429.455	133245.47	134361.23	NA	135360.245	NA	30	135360.35	6594639	115257	6594664	90720.395
train	test	zhonghua_a_2_test	go	1	578.615	32	keydown	go_down	NA	NA	NA	1	19	0	135361.525	135926.38	136675.81	137271.08	NA	137324.575	NA	31	137324.66	6594639	115257	6594664	92684.705
train	test	liqun_p_4_test	go	1	594.23	32	keydown	go_down	NA	NA	NA	1	20	0	137326.125	138274.485	139122.995	139828.07	NA	139891.775	NA	32	139891.85	6594639	115257	6594665	95251.895
train	control	nobrand_a_5_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	21	0	139893.135	140705.685	141238.51	142337.47	NA	143336.75	NA	33	143336.84	6594639	115257	6594666	98696.885
train	control	yuxi_p_3_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	22	0	143338.515	144152.535	145118.73	146117.58	NA	147116.69	NA	34	147116.775	6594639	115257	6594667	102476.82
train	control	yuxi_p_3_control	go	1	557.485	32	keydown	go_down	NA	NA	NA	1	23	0	147117.98	148082.455	149015.005	149589.17	NA	149638.585	NA	35	149638.66	6594639	115257	6594667	104998.705
train	test	nobrand_a_5_test	go	1	881.14	32	keydown	go_down	NA	NA	NA	1	24	0	149639.915	150447.17	151379.75	152383.96	NA	152456.425	NA	36	152456.515	6594639	115257	6594668	107816.56
train	test	nobrand_p_7_test	go	1	755.875	32	keydown	go_down	NA	NA	NA	1	25	0	152457.85	153294.69	154227.23	154999.86	NA	155067.995	NA	37	155068.07	6594639	115257	6594669	110428.115
train	test	zhonghua_a_2_test	go	1	635.065	32	keydown	go_down	NA	NA	NA	1	26	0	155069.265	155576.03	156475.33	157127.105	NA	157170.28	NA	38	157170.36	6594639	115257	6594669	112530.405
train	test	yuxi_a_4_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	27	0	157172.145	157757.445	158623.425	159705.71	NA	160704.78	NA	39	160704.885	6594639	115257	6594670	116064.93
train	control	nobrand_a_5_control	go	1	474.86	32	keydown	go_down	NA	NA	NA	1	28	0	160706.17	161220.955	162136.965	162628.495	NA	162698.355	NA	40	162698.43	6594639	115257	6594671	118058.475
train	test	yuxi_a_4_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	29	0	162699.53	163352.51	164102.065	165101	NA	166100.1	NA	41	166100.2	6594639	115257	6594671	121460.245
train	control	nobrand_a_8_control	go	1	413.135	32	keydown	go_down	NA	NA	NA	1	30	0	166101.37	166965.915	167965.2	168395.005	NA	168459.685	NA	42	168459.76	6594639	115257	6594672	123819.805
train	test	liqun_p_4_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	31	0	168460.875	169064.47	169780.525	170779.36	NA	171778.45	NA	43	171778.55	6594639	115257	6594673	127138.595
train	test	nanjing_p_4_test	go	1	611.84	32	keydown	go_down	NA	NA	NA	1	32	0	171780.445	172627.64	173593.635	174222.24	NA	174269.85	NA	44	174269.92	6594639	115257	6594673	129629.965
train	control	nanjing_p_4_control	go	1	928.78	32	keydown	go_down	NA	NA	NA	1	33	0	174271.055	174925.76	175591.765	176637.98	NA	176703.75	NA	45	176703.825	6594639	115257	6594674	132063.87
train	test	nobrand_p_7_test	go	1	699.69	32	keydown	go_down	NA	NA	NA	1	34	0	176704.995	177273.745	178256.085	178972.41	NA	179053.275	NA	46	179053.38	6594639	115257	6594675	134413.425
train	control	zhonghua_a_2_control	nogo	1	null	NA	NA	NA	NA	NA	NA	1	35	0	179054.53	179871.495	180653.67	181653.245	NA	182652.385	NA	47	182652.5	6594639	115257	6594676	138012.545
train	test	yuxi_p_3_test	nogo	1	null	NA	NA	NA	NA	NA	NA	1	36	0	182653.64	183251.855	183951.26	184950.32	NA	185949.51	NA	48	185949.62	6594639	115257	6594676	141309.665
