Timestamp	UserID	username	Session	RunID	participationID	trainingNr	taskType	taskName	userID	userAgent	run_from	run_to	set_id	lotus_says	event_count	sequence_report
2014-01-23 10:27:09	4809	Leone_test_2	14-Training-AAT-VPT-2	614510	4809_14-Training-AAT-VPT-2	14	training	vpt	4809	Mozilla\/5.0 (Windows NT 5.1) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/32.0.1700.76 Safari\/537.36	614510	621789	1	task_start	7	
2014-01-27 14:51:16	4809	Leone_test_2	14-Training-AAT-VPT-2	621789	4809_14-Training-AAT-VPT-2	14	training	vpt	4809	Mozilla\/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko\/20100101 Firefox\/26.0	621789	621901	2	task_done	1034	
