approach_left	block_type	cat	stim	trial_type	response	rt	id	modality	label	sust	final_response	fb_response	fb_rt	fb_id	block	trial	attempt	time_start	time_fix	time_stimulus_show	time_response	time_release	time_extend_incorrect	time_log	sn	logger_sn	logger_time	participation_id	UserID	RunID	rel_time
FALSE	train	test	yuxi_a_8_test	approach	1	532.855	40	keydown	down_down	TRUE	1	NA	NA	NA	1	31	0	145053.68	145734.52	146366.665	146916.24	147354.245	NA	147429.8	NA	44	147429.875	6594467	115257	6594499	117061.005
FALSE	train	test	hongshuangxi_a_8_test	approach	1	445.63	40	keydown	down_down	TRUE	1	NA	NA	NA	1	32	0	147430.09	148015.81	148948.35	149530.65	149931.68	NA	150031.185	NA	45	150031.26	6594467	115257	6594499	119662.39
FALSE	train	test	zhonghua_p_7_test	approach	1	613.495	40	keydown	down_down	TRUE	1	NA	NA	NA	1	33	0	150031.555	150846.805	151479.435	152194.81	152595.7	NA	152671.03	NA	46	152671.115	6594467	115257	6594500	122302.245
FALSE	train	control	yuxi_p_4_control	avoid	1	479.475	38	keydown	up_down	TRUE	1	NA	NA	NA	1	34	0	152671.4	153493.36	154360.095	154856.21	155259.815	NA	155329.08	NA	47	155329.155	6594467	115257	6594501	124960.285
FALSE	train	control	liqun_p_5_control	approach	1	427.19	40	keydown	down_down	TRUE	1	NA	NA	NA	1	35	0	155329.365	156143.23	157074.005	157617.765	158024.07	NA	158057.96	NA	48	158058.04	6594467	115257	6594501	127689.17
FALSE	train	test	zhonghua_p_7_test	approach	1	429.235	40	keydown	down_down	TRUE	1	NA	NA	NA	1	36	0	158058.25	158856.465	159821.995	160267.895	160671.7	NA	160725.955	NA	49	160726.04	6594467	115257	6594502	130357.17
FALSE	train	control	yuxi_p_4_control	approach	1	473.63	40	keydown	down_down	TRUE	1	NA	NA	NA	1	37	0	160726.265	161570.88	162353.26	162843.71	163253.025	NA	163323.625	NA	50	163323.715	6594467	115257	6594503	132954.845
FALSE	train	filler	filler_2	approach	1	383.035	40	keydown	down_down	TRUE	1	NA	NA	NA	1	38	0	163323.96	164235.005	164950.975	165360.91	165767.395	NA	165836.465	NA	51	165836.55	6594467	115257	6594503	135467.68
FALSE	train	test	yuxi_a_2_test	avoid	1	502.255	38	keydown	up_down	TRUE	1	NA	NA	NA	1	39	0	165836.795	166500.485	167115.35	167721.125	168131.84	NA	168196.955	NA	52	168197.04	6594467	115257	6594504	137828.17
FALSE	train	control	yuxi_p_4_control	approach	1	474.675	40	keydown	down_down	TRUE	1	NA	NA	NA	1	40	0	168197.31	168897.63	169530.225	170021.565	170430.245	NA	170528.85	NA	53	170528.94	6594467	115257	6594505	140160.07
FALSE	train	control	yuxi_a_8_control	avoid	1	508.66	38	keydown	up_down	TRUE	1	NA	NA	NA	1	41	0	170529.19	171278.97	172111.42	172739.97	173160.695	NA	173193.405	NA	54	173193.49	6594467	115257	6594505	142824.62
FALSE	train	filler	filler_5	approach	1	608.295	40	keydown	down_down	TRUE	1	NA	NA	NA	1	42	0	173193.785	173826.04	174359.65	174995.105	175408.975	NA	175485.94	NA	55	175486.03	6594467	115257	6594506	145117.16
FALSE	train	control	zhonghua_a_8_control	avoid	1	456.725	38	keydown	up_down	TRUE	1	NA	NA	NA	1	43	0	175486.3	176474.41	177156.99	177630.66	178072.955	NA	178096.485	NA	56	178096.56	6594467	115257	6594506	147727.69
FALSE	train	control	liqun_p_5_control	avoid	1	446.92	38	keydown	up_down	TRUE	1	NA	NA	NA	1	44	0	178096.755	178838.945	179837.85	180301.87	180704.185	NA	180742.975	NA	57	180743.055	6594467	115257	6594507	150374.185
FALSE	train	control	yuxi_a_8_control	approach	1	413.575	40	keydown	down_down	TRUE	1	NA	NA	NA	1	45	0	180743.265	181586.64	182501.98	182932.205	183335.38	NA	183397.885	NA	58	183397.96	6594467	115257	6594508	153029.09
FALSE	train	test	zhonghua_a_8_test	avoid	1	390.465	38	keydown	up_down	TRUE	1	NA	NA	NA	1	46	0	183398.195	183967.87	184700.29	185107.405	185566.44	NA	185595.98	NA	59	185596.06	6594467	115257	6594508	155227.19
FALSE	train	control	zhonghua_p_7_control	avoid	1	507.635	38	keydown	up_down	TRUE	1	NA	NA	NA	1	47	0	185596.265	186331.915	187132.105	187757.48	188180.865	NA	188229.995	NA	60	188230.08	6594467	115257	6594509	157861.21
FALSE	train	test	zhonghua_p_7_test	avoid	1	432.645	38	keydown	up_down	TRUE	1	NA	NA	NA	1	48	0	188230.355	188930.985	189679.315	190128.62	190545.7	NA	190635.585	NA	61	190635.7	6594467	115257	6594510	160266.83
FALSE	train	test	liqun_p_5_test	approach	1	426.985	40	keydown	down_down	TRUE	1	NA	NA	NA	1	49	0	190635.905	191343.965	191994.135	192438	192860.945	NA	192989.19	NA	62	192989.265	6594467	115257	6594510	162620.395
FALSE	train	control	zhonghua_a_8_control	approach	1	501.16	40	keydown	down_down	TRUE	1	NA	NA	NA	1	50	0	192989.47	193625.97	194242.29	194759.925	195216.205	NA	195270.155	NA	63	195270.235	6594467	115257	6594511	164901.365
FALSE	train	test	nobrand_p_2_test	avoid	1	496.355	38	keydown	up_down	TRUE	1	NA	NA	NA	1	51	0	195270.475	196256.805	197173.175	197686.23	198105.8	NA	198242.46	NA	64	198242.535	6594467	115257	6594511	167873.665
FALSE	train	test	zhonghua_p_7_test	approach	1	466.415	40	keydown	down_down	TRUE	1	NA	NA	NA	1	52	0	198242.74	199105.565	199620.365	200103.49	200555.585	NA	200565.535	NA	65	200565.615	6594467	115257	6594512	170196.745
FALSE	train	filler	filler_1	approach	1	585.42	40	keydown	down_down	TRUE	1	NA	NA	NA	1	53	0	200565.845	201485.82	202201.425	202811.6	203218.025	NA	203305.62	NA	66	203305.71	6594467	115257	6594513	172936.84
FALSE	train	control	yuxi_a_8_control	approach	1	498.26	40	keydown	down_down	FALSE	1	NA	NA	NA	1	54	0	203305.935	204251.63	205994.22	206404.805	206516.225	NA	206669.855	NA	67	206669.93	6594467	115257	6594514	176301.06
FALSE	train	control	zhonghua_a_8_control	approach	1	403.22	40	keydown	down_down	TRUE	1	NA	NA	NA	1	55	0	206670.155	207197.39	207863.41	208283.675	208696.775	NA	208796.145	NA	68	208796.26	6594467	115257	6594514	178427.39
FALSE	train	control	zhonghua_a_8_control	avoid	1	443.24	38	keydown	up_down	TRUE	1	NA	NA	NA	1	56	0	208796.525	209545.46	210094.755	210554.685	210961	NA	211035.595	NA	69	211035.67	6594467	115257	6594515	180666.8
FALSE	train	test	hongshuangxi_a_8_test	avoid	1	457.75	38	keydown	up_down	TRUE	1	NA	NA	NA	1	57	0	211035.875	211960.085	212875.205	213349.595	213808.425	NA	213889.325	NA	70	213889.44	6594467	115257	6594515	183520.57
FALSE	train	test	zhonghua_a_8_test	approach	1	419.39	40	keydown	down_down	TRUE	1	NA	NA	NA	1	58	0	213889.68	214574.54	215140.335	215576.365	215990.685	NA	216083.835	NA	71	216083.91	6594467	115257	6594516	185715.04
FALSE	train	control	nanjing_p_5_control	approach	1	477.915	40	keydown	down_down	TRUE	1	NA	NA	NA	1	59	0	216084.11	216822.395	217405.3	217998.865	218405.01	NA	218515.375	NA	72	218515.46	6594467	115257	6594517	188146.59
FALSE	train	control	yuxi_a_2_control	approach	1	399.575	40	keydown	down_down	TRUE	1	NA	NA	NA	1	60	0	218515.685	219153.59	219953.045	220369.44	220786.275	NA	220874.515	NA	73	220874.61	6594467	115257	6594517	190505.74
FALSE	train	test	nobrand_p_2_test	avoid	1	463.315	38	keydown	up_down	TRUE	1	NA	NA	NA	1	61	0	220874.85	221401.69	222117.895	222598.08	223017.34	NA	223097.745	NA	74	223097.815	6594467	115257	6594518	192728.945
FALSE	train	test	nanjing_p_5_test	approach	1	384.925	40	keydown	down_down	TRUE	1	NA	NA	NA	1	62	0	223098.035	223683.6	224431.975	224833.54	225249.285	NA	225340.6	NA	75	225340.67	6594467	115257	6594518	194971.8
FALSE	train	test	yuxi_a_2_test	approach	1	424.13	40	keydown	down_down	TRUE	1	NA	NA	NA	1	63	0	225340.91	226047.505	226863.485	227304.27	227730.465	NA	227809.66	NA	76	227809.735	6594467	115257	6594519	197440.865
FALSE	train	control	yuxi_a_8_control	avoid	1	494.25	38	keydown	up_down	TRUE	1	NA	NA	NA	1	64	0	227809.97	228728.155	229577.955	230089.015	230527.34	NA	230609.38	NA	77	230609.46	6594467	115257	6594520	200240.59
FALSE	train	control	liqun_p_5_control	avoid	1	484.91	38	keydown	up_down	TRUE	1	NA	NA	NA	1	65	0	230609.68	231326.49	231925.71	232521.365	232942.01	NA	233030.58	NA	78	233030.65	6594467	115257	6594520	202661.78
FALSE	train	test	zhonghua_a_8_test	avoid	1	420.94	38	keydown	up_down	TRUE	1	NA	NA	NA	1	66	0	233030.855	233724.885	234722.92	235160.51	235600.65	NA	235600.665	NA	79	235600.74	6594467	115257	6594521	205231.87
FALSE	train	test	nanjing_p_5_test	approach	1	419.115	40	keydown	down_down	FALSE	1	NA	NA	NA	1	67	0	235601.025	236572.375	237935.145	238369.045	238420.91	NA	238617.74	NA	80	238617.815	6594467	115257	6594522	208248.945
FALSE	train	test	zhonghua_a_8_test	approach	1	415.21	40	keydown	down_down	TRUE	1	NA	NA	NA	1	68	0	238618.02	239352.27	240151.9	240583.755	240984.845	NA	241089.905	NA	81	241089.99	6594467	115257	6594522	210721.12
FALSE	train	filler	filler_4	approach	1	513.2	40	keydown	down_down	TRUE	1	NA	NA	NA	1	69	0	241090.22	241650.58	242533.39	243071.185	243482.845	NA	243535.005	NA	82	243535.09	6594467	115257	6594523	213166.22
FALSE	train	test	yuxi_a_8_test	avoid	1	574.915	38	keydown	up_down	TRUE	1	NA	NA	NA	1	70	0	243535.365	244248.765	244830.94	245511.825	245913.79	NA	246046.12	NA	83	246046.205	6594467	115257	6594523	215677.335
FALSE	train	test	liqun_p_5_test	avoid	1	436.665	38	keydown	up_down	TRUE	1	NA	NA	NA	1	71	0	246046.425	246828.565	247595.35	248048.64	248478.17	NA	248557.865	NA	84	248557.95	6594467	115257	6594524	218189.08
FALSE	train	control	zhonghua_a_6_control	approach	1	426.42	40	keydown	down_down	TRUE	1	NA	NA	NA	1	72	0	248558.18	249244.15	249859.95	250401.005	250809.78	NA	250908.045	NA	85	250908.12	6594467	115257	6594525	220539.25
FALSE	train	test	zhonghua_a_6_test	avoid	1	373.61	38	keydown	up_down	TRUE	1	NA	NA	NA	1	73	0	250908.33	251625.455	252591.23	253078.9	253490.56	NA	253526.455	NA	86	253526.53	6594467	115257	6594525	223157.66
FALSE	train	control	zhonghua_p_7_control	approach	1	440.235	40	keydown	down_down	TRUE	1	NA	NA	NA	1	74	0	253526.77	254356.685	255238.03	255791.225	256226.16	NA	256277.52	NA	87	256277.655	6594467	115257	6594526	225908.785
FALSE	train	control	nanjing_p_5_control	approach	1	449.36	40	keydown	down_down	TRUE	1	NA	NA	NA	1	75	0	256278.005	256954.09	257553.165	258115.16	258519.5	NA	258583.81	NA	88	258583.88	6594467	115257	6594527	228215.01
FALSE	train	control	yuxi_a_2_control	avoid	1	465.54	38	keydown	up_down	TRUE	1	NA	NA	NA	1	76	0	258584.09	259185.62	259967.7	260449.88	260867.605	NA	261014.38	NA	89	261014.455	6594467	115257	6594527	230645.585
FALSE	train	control	zhonghua_a_6_control	approach	1	400.08	40	keydown	down_down	TRUE	1	NA	NA	NA	1	77	0	261014.655	261916.835	262848.595	263265.315	263681.94	NA	263716.235	NA	90	263716.325	6594467	115257	6594528	233347.455
FALSE	train	test	yuxi_p_4_test	avoid	1	448.845	38	keydown	up_down	TRUE	1	NA	NA	NA	1	78	0	263716.58	264364.21	265329.84	265894.425	266296.03	NA	266397.54	NA	91	266397.62	6594467	115257	6594529	236028.75
FALSE	train	control	yuxi_a_8_control	approach	1	401.18	40	keydown	down_down	TRUE	1	NA	NA	NA	1	79	0	266397.825	267028.6	267944.18	268464.265	268898.375	NA	269012.64	NA	92	269012.76	6594467	115257	6594529	238643.89
FALSE	train	test	yuxi_a_2_test	approach	1	412.125	40	keydown	down_down	TRUE	1	NA	NA	NA	1	80	0	269013.04	269759.68	270558.77	271091.14	271491.75	NA	271596.265	NA	93	271596.34	6594467	115257	6594530	241227.47
FALSE	train	control	hongshuangxi_a_8_control	avoid	1	497.79	38	keydown	up_down	TRUE	1	NA	NA	NA	1	81	0	271596.535	272240.66	273206.63	273825.995	274272.275	NA	274341.81	NA	94	274341.885	6594467	115257	6594531	243973.015
FALSE	train	filler	filler_4	avoid	1	455.095	38	keydown	up_down	TRUE	1	NA	NA	NA	1	82	0	274342.1	275320.84	275820.83	276300.385	276703.49	NA	276811.87	NA	95	276811.955	6594467	115257	6594531	246443.085
FALSE	train	test	zhonghua_a_6_test	approach	1	406.63	40	keydown	down_down	TRUE	1	NA	NA	NA	1	83	0	276812.18	277820.045	278618.4	279041.885	279504.39	NA	279600.185	NA	96	279600.27	6594467	115257	6594532	249231.4
FALSE	train	test	zhonghua_a_6_test	avoid	1	501.365	38	keydown	up_down	TRUE	1	NA	NA	NA	1	84	0	279600.51	280117.21	281083.045	281601.265	282048.825	NA	282104.075	NA	97	282104.155	6594467	115257	6594532	251735.285
FALSE	train	filler	filler_3	approach	1	494.81	40	keydown	down_down	TRUE	1	NA	NA	NA	1	85	0	282104.355	282815.235	283580.235	284091.685	284497.51	NA	284591.045	NA	98	284591.125	6594467	115257	6594533	254222.255
FALSE	train	control	nobrand_p_2_control	avoid	1	464.44	38	keydown	up_down	TRUE	1	NA	NA	NA	1	86	0	284591.345	285497.195	286344.615	286919.03	287360.9	NA	287377.255	NA	99	287377.395	6594467	115257	6594534	257008.525
FALSE	train	control	nobrand_p_2_control	avoid	1	531.685	38	keydown	up_down	TRUE	1	NA	NA	NA	1	87	0	287377.715	288227.73	288792.455	289340.885	289742.23	NA	289792.335	NA	100	289792.41	6594467	115257	6594534	259423.54
FALSE	train	control	yuxi_p_4_control	avoid	1	481.175	38	keydown	up_down	TRUE	1	NA	NA	NA	1	88	0	289792.62	290624.4	291557.165	292157.195	292573.31	NA	292697.285	NA	101	292697.365	6594467	115257	6594535	262328.495
FALSE	train	test	zhonghua_p_7_test	avoid	1	492.42	38	keydown	up_down	TRUE	1	NA	NA	NA	1	89	0	292697.585	293355.415	294254.805	294848.045	295254.245	NA	295306.485	NA	102	295306.565	6594467	115257	6594536	264937.695
FALSE	train	test	nobrand_p_2_test	approach	1	427.285	40	keydown	down_down	TRUE	1	NA	NA	NA	1	90	0	295306.835	296203.675	296968.975	297510.525	297918.69	NA	297976.61	NA	103	297976.7	6594467	115257	6594536	267607.83
FALSE	train	control	zhonghua_a_6_control	approach	1	616.89	40	keydown	down_down	TRUE	1	NA	NA	NA	1	91	0	297977.42	298867.275	299400.41	300034.095	300466.775	NA	300543.82	NA	104	300543.905	6594467	115257	6594537	270175.035
FALSE	train	control	zhonghua_a_8_control	approach	1	434.66	40	keydown	down_down	TRUE	1	NA	NA	NA	1	92	0	300544.135	301231.665	302031.475	302582.31	303020.09	NA	303043.9	NA	105	303043.985	6594467	115257	6594538	272675.115
FALSE	train	test	yuxi_a_8_test	avoid	1	546.605	38	keydown	up_down	TRUE	1	NA	NA	NA	1	93	0	303044.265	303730.165	304645.32	305310.395	305711.74	NA	305821.555	NA	106	305821.63	6594467	115257	6594538	275452.76
FALSE	train	test	yuxi_a_8_test	approach	1	471.485	40	keydown	down_down	TRUE	1	NA	NA	NA	1	94	0	305821.87	306743.045	307309.985	307798.175	308210.445	NA	308212.73	NA	107	308213	6594467	115257	6594539	277844.13
FALSE	train	test	hongshuangxi_a_8_test	approach	1	403.22	40	keydown	down_down	TRUE	1	NA	NA	NA	1	95	0	308213.775	308808.595	309691.105	310227.515	310641.265	NA	310740.285	NA	108	310740.385	6594467	115257	6594540	280371.515
FALSE	train	control	zhonghua_p_7_control	avoid	1	535.295	38	keydown	up_down	TRUE	1	NA	NA	NA	1	96	0	310740.605	311639.77	312472.17	313024.11	313438.435	NA	313558.525	NA	109	313558.605	6594467	115257	6594540	283189.735
FALSE	train	test	yuxi_p_4_test	avoid	1	529.07	38	keydown	up_down	TRUE	1	NA	NA	NA	1	97	0	313558.825	314388.355	315152.72	315698.43	316119.285	NA	316208.155	NA	110	316208.26	6594467	115257	6594541	285839.39
FALSE	train	test	yuxi_a_8_test	approach	1	556.1	40	keydown	down_down	TRUE	1	NA	NA	NA	1	98	0	316208.525	317084.89	317967.34	318540.17	318950.365	NA	318996.04	NA	111	318996.13	6594467	115257	6594542	288627.26
FALSE	train	control	zhonghua_a_6_control	avoid	2	416.615	40	keydown	down_down	FALSE	1	NA	NA	NA	1	99	0	318996.36	319765.91	321292.815	321528.32	322030.62	NA	322171.54	NA	112	322171.625	6594467	115257	6594542	291802.755
FALSE	train	control	nobrand_p_2_control	approach	1	433.745	40	keydown	down_down	TRUE	1	NA	NA	NA	1	100	0	322171.86	322829.97	323812.225	324357.005	324762	NA	324832.71	NA	113	324832.835	6594467	115257	6594543	294463.965
FALSE	train	control	hongshuangxi_a_8_control	avoid	1	530.045	38	keydown	up_down	TRUE	1	NA	NA	NA	1	101	0	324833.04	325777.24	326759.705	327306.595	327725.725	NA	327855.46	NA	114	327855.535	6594467	115257	6594544	297486.665
FALSE	train	control	yuxi_a_8_control	approach	1	427.71	40	keydown	down_down	TRUE	1	NA	NA	NA	1	102	0	327855.745	328508.475	329157.58	329601.96	330024.28	NA	330140.395	NA	115	330140.465	6594467	115257	6594544	299771.595
FALSE	train	test	zhonghua_a_8_test	approach	1	475.825	40	keydown	down_down	TRUE	1	NA	NA	NA	1	103	0	330140.665	330723.005	331705.345	332303.56	332704.985	NA	332772.455	NA	116	332772.53	6594467	115257	6594545	302403.66
FALSE	train	control	nobrand_p_2_control	approach	1	398.77	40	keydown	down_down	TRUE	1	NA	NA	NA	1	104	0	332772.725	333603.87	334219.77	334635.16	335036.475	NA	335111.445	NA	117	335111.52	6594467	115257	6594546	304742.65
FALSE	train	test	zhonghua_a_6_test	avoid	1	575.005	38	keydown	up_down	TRUE	1	NA	NA	NA	1	105	0	335111.725	336001.695	336601.105	337192.765	337633.81	NA	337793.11	NA	118	337793.205	6594467	115257	6594546	307424.335
FALSE	train	test	hongshuangxi_a_8_test	avoid	1	448.375	38	keydown	up_down	TRUE	1	NA	NA	NA	1	106	0	337793.425	338532.95	339481.8	339946.79	340364.87	NA	340495.44	NA	119	340495.545	6594467	115257	6594547	310126.675
FALSE	train	test	zhonghua_p_7_test	approach	1	364.12	40	keydown	down_down	TRUE	1	NA	NA	NA	1	107	0	340495.785	341395.925	342379.215	342760.305	343218.135	NA	343265.8	NA	120	343265.935	6594467	115257	6594548	312897.065
FALSE	train	test	zhonghua_p_7_test	avoid	1	587.275	38	keydown	up_down	TRUE	1	NA	NA	NA	1	108	0	343266.17	344161.51	344826.95	345431.435	345843.235	NA	346000.61	NA	121	346000.685	6594467	115257	6594548	315631.815
FALSE	train	control	zhonghua_p_7_control	approach	1	414.775	40	keydown	down_down	TRUE	1	NA	NA	NA	1	109	0	346000.89	346542.845	347125.095	347556.505	347975.63	NA	348097.895	NA	122	348097.965	6594467	115257	6594549	317729.095
FALSE	train	test	nanjing_p_5_test	avoid	1	493.615	38	keydown	up_down	TRUE	1	NA	NA	NA	1	110	0	348098.17	348905.84	349606.28	350213.32	350655.655	NA	350752.13	NA	123	350752.205	6594467	115257	6594550	320383.335
FALSE	train	control	liqun_p_5_control	avoid	2	546.22	40	keydown	down_down	FALSE	1	NA	NA	NA	1	111	0	350752.405	351672.06	353304.555	353505.385	353969.405	NA	354075.4	NA	124	354075.47	6594467	115257	6594550	323706.6
FALSE	train	control	zhonghua_a_6_control	approach	1	460.66	40	keydown	down_down	TRUE	1	NA	NA	NA	1	112	0	354075.705	354635.515	355417.88	355895.49	356318.165	NA	356434.91	NA	125	356434.98	6594467	115257	6594551	326066.11
FALSE	train	test	zhonghua_a_8_test	avoid	1	505.875	38	keydown	up_down	TRUE	1	NA	NA	NA	1	113	0	356435.185	357149.85	357682.745	358205.41	358648.745	NA	358753.925	NA	126	358754.01	6594467	115257	6594552	328385.14
FALSE	train	filler	filler_5	approach	1	433.955	40	keydown	down_down	TRUE	1	NA	NA	NA	1	114	0	358754.245	359430.605	360113.78	360566.08	360980.29	NA	361034.81	NA	127	361034.905	6594467	115257	6594552	330666.035
FALSE	train	test	nanjing_p_5_test	avoid	2	471.145	40	keydown	down_down	FALSE	1	NA	NA	NA	1	115	0	361035.15	362045.735	363581.135	363817.125	364277.11	NA	364353.24	NA	128	364353.32	6594467	115257	6594553	333984.45
FALSE	train	filler	filler_2	avoid	1	578.755	38	keydown	up_down	TRUE	1	NA	NA	NA	1	116	0	364353.53	364976.735	365509.215	366105.31	366508.45	NA	366621.99	NA	129	366622.09	6594467	115257	6594554	336253.22
FALSE	train	filler	filler_3	approach	2	671.11	38	keydown	up_down	TRUE	2	NA	NA	NA	1	117	0	366622.46	367358.575	368056.88	368744.635	369156.32	369195.455	369754.675	NA	130	369754.775	6594467	115257	6594554	339385.905
FALSE	train	filler	filler_3	approach	1	387.95	40	keydown	down_down	TRUE	1	NA	NA	NA	1	117	1	369754.775	370371.945	370937.635	371342.27	371754.21	369195.455	371824.87	NA	131	371824.94	6594467	115257	6594555	341456.07
FALSE	train	test	hongshuangxi_a_8_test	approach	1	786.985	40	keydown	down_down	TRUE	1	NA	NA	NA	1	118	0	371825.145	372370.51	373118.75	373922.49	374335.735	NA	374381.785	NA	132	374381.915	6594467	115257	6594556	344013.045
FALSE	train	test	nanjing_p_5_test	avoid	1	572.9	38	keydown	up_down	TRUE	1	NA	NA	NA	1	119	0	374382.34	374901.185	375517.39	376107.005	376516.525	NA	376625.105	NA	133	376625.18	6594467	115257	6594556	346256.31
FALSE	train	test	nobrand_p_2_test	approach	1	449.86	40	keydown	down_down	TRUE	1	NA	NA	NA	1	120	0	376625.42	377448.62	378114.915	378581.58	379038.485	NA	379081.795	NA	134	379081.885	6594467	115257	6594557	348713.015
FALSE	train	control	nanjing_p_5_control	avoid	1	368.84	38	keydown	up_down	TRUE	1	NA	NA	NA	1	121	0	379082.62	380063.005	380896.03	381281.61	381695.44	NA	381789.15	NA	135	381789.225	6594467	115257	6594557	351420.355
FALSE	train	test	zhonghua_p_7_test	approach	1	452.08	40	keydown	down_down	TRUE	1	NA	NA	NA	1	122	0	381789.43	382528.395	383393.195	383861.935	384276.88	NA	384358.685	NA	136	384358.77	6594467	115257	6594558	353989.9
FALSE	train	test	hongshuangxi_a_8_test	avoid	1	400.355	38	keydown	up_down	TRUE	1	NA	NA	NA	1	123	0	384358.995	385108.705	386074.46	386491.475	386907.315	NA	386952.52	NA	137	386952.6	6594467	115257	6594559	356583.73
FALSE	train	control	nanjing_p_5_control	approach	1	389.38	40	keydown	down_down	TRUE	1	NA	NA	NA	1	124	0	386952.825	387557.39	388422.185	388828.225	389239.02	NA	389296.775	NA	138	389296.86	6594467	115257	6594559	358927.99
FALSE	train	control	liqun_p_5_control	avoid	1	569.375	38	keydown	up_down	TRUE	1	NA	NA	NA	1	125	0	389297.09	390287.275	391153.73	391739.83	392169.59	NA	392306.96	NA	139	392307.03	6594467	115257	6594560	361938.16
FALSE	train	filler	filler_5	avoid	1	461.47	38	keydown	up_down	TRUE	1	NA	NA	NA	1	126	0	392307.24	393035.49	393950.63	394428.745	394833.725	NA	394890.51	NA	140	394890.59	6594467	115257	6594561	364521.72
FALSE	train	test	nanjing_p_5_test	avoid	1	481.455	38	keydown	up_down	TRUE	1	NA	NA	NA	1	127	0	394890.805	395617.125	396149.02	396647.17	397048.485	NA	397115.66	NA	141	397115.73	6594467	115257	6594561	366746.86
FALSE	train	control	yuxi_p_4_control	approach	1	499.195	40	keydown	down_down	TRUE	1	NA	NA	NA	1	128	0	397115.935	397731.885	398363.755	398975.81	399379.9	NA	399446.105	NA	142	399446.18	6594467	115257	6594562	369077.31
FALSE	train	control	yuxi_a_8_control	avoid	1	417.02	38	keydown	up_down	TRUE	1	NA	NA	NA	1	129	0	399446.38	400228.72	400828.245	401261.925	401677.93	NA	401769.355	NA	143	401769.435	6594467	115257	6594562	371400.565
FALSE	train	control	zhonghua_a_6_control	avoid	1	469.905	38	keydown	up_down	TRUE	1	NA	NA	NA	1	130	0	401769.645	402510.395	403092.91	403579.485	403992.825	NA	404068.815	NA	144	404068.885	6594467	115257	6594563	373700.015
FALSE	train	test	liqun_p_5_test	approach	1	414.09	40	keydown	down_down	TRUE	1	NA	NA	NA	1	131	0	404069.085	404808.395	405757.585	406294.875	406725.93	NA	406757.445	NA	145	406757.54	6594467	115257	6594564	376388.67
FALSE	train	filler	filler_4	approach	1	633.015	40	keydown	down_down	TRUE	1	NA	NA	NA	1	132	0	406757.76	407389.335	407922.065	408573.09	408988.39	NA	409016.715	NA	146	409016.8	6594467	115257	6594564	378647.93
FALSE	train	test	yuxi_a_8_test	approach	1	442.21	40	keydown	down_down	TRUE	1	NA	NA	NA	1	133	0	409017.03	409769.935	410419.65	410974.345	411386.665	NA	411425.31	NA	147	411425.43	6594467	115257	6594565	381056.56
FALSE	train	filler	filler_1	avoid	1	340.715	38	keydown	up_down	TRUE	1	NA	NA	NA	1	134	0	411425.655	412002.17	412750.61	413116.2	413517.365	NA	413596.845	NA	148	413596.92	6594467	115257	6594565	383228.05
FALSE	train	control	yuxi_a_8_control	avoid	1	413.48	38	keydown	up_down	TRUE	1	NA	NA	NA	1	135	0	413597.13	414349.965	415349.055	415779.22	416181.785	NA	416206.435	NA	149	416206.51	6594467	115257	6594566	385837.64
FALSE	train	control	nobrand_p_2_control	approach	1	394.66	40	keydown	down_down	TRUE	1	NA	NA	NA	1	136	0	416206.78	416814.49	417779.875	418191.76	418634.195	NA	418705.055	NA	150	418705.125	6594467	115257	6594567	388336.255
FALSE	train	test	yuxi_p_4_test	approach	1	575.775	40	keydown	down_down	TRUE	1	NA	NA	NA	1	137	0	418705.325	419312.27	420111.405	420703.83	421148.725	NA	421238.195	NA	151	421238.275	6594467	115257	6594567	390869.405
FALSE	train	control	zhonghua_p_7_control	avoid	1	382.625	38	keydown	up_down	TRUE	1	NA	NA	NA	1	138	0	421238.48	422026.405	422992.175	423391.855	423808.59	NA	423912.465	NA	152	423912.545	6594467	115257	6594568	393543.675
FALSE	train	control	zhonghua_p_7_control	avoid	1	445.03	38	keydown	up_down	TRUE	1	NA	NA	NA	1	139	0	423912.75	424807.555	425639.67	426101.335	426506.12	NA	426552.075	NA	153	426552.15	6594467	115257	6594569	396183.28
FALSE	train	test	nanjing_p_5_test	avoid	1	628.945	38	keydown	up_down	TRUE	1	NA	NA	NA	1	140	0	426552.355	427539.015	428437.005	429082.64	429503.75	NA	429675.22	NA	154	429675.295	6594467	115257	6594569	399306.425
FALSE	train	control	nobrand_p_2_control	approach	1	415.78	40	keydown	down_down	TRUE	1	NA	NA	NA	1	141	0	429675.5	430269.25	431235.25	431667.815	432068.58	NA	432131.75	NA	155	432131.835	6594467	115257	6594570	401762.965
FALSE	train	control	hongshuangxi_a_8_control	approach	1	514.555	40	keydown	down_down	TRUE	1	NA	NA	NA	1	142	0	432132.065	432900.11	433499.685	434030.88	434449.76	NA	434499.57	NA	156	434499.655	6594467	115257	6594571	404130.785
FALSE	train	test	yuxi_a_2_test	approach	2	418.095	38	keydown	up_down	FALSE	1	NA	NA	NA	1	143	0	434499.885	435314.69	436390.365	436681.89	437096.935	NA	437220.26	NA	157	437220.335	6594467	115257	6594571	406851.465
FALSE	train	test	yuxi_a_2_test	avoid	1	588.33	38	keydown	up_down	TRUE	1	NA	NA	NA	1	144	0	437220.54	437862.595	438512.16	439117.31	439561.36	NA	439580.82	NA	158	439580.89	6594467	115257	6594572	409212.02
